year,store_id,product_id,promotion,holiday,weekday,month,price_level,stock_level,sales_class
2045,88,257,1,0,0,7,3,488,0
2045,80,367,1,0,1,7,5,688,0
2045,84,329,0,0,2,7,5,979,0
2045,15,492,1,1,3,7,5,745,0
2045,7,246,1,0,4,7,1,998,1
2045,17,466,0,1,5,7,5,313,0
2045,86,235,0,1,6,7,1,566,2
2045,86,362,0,1,0,7,5,913,0
2045,64,10,1,0,1,7,3,361,0
2045,12,242,0,1,2,7,5,561,0
2045,82,442,0,0,3,7,4,698,0
2045,56,321,0,1,4,7,1,526,1
2045,46,188,1,0,5,7,3,354,0
2045,47,404,0,1,6,7,3,899,1
2045,79,314,0,1,0,7,3,933,1
2045,16,427,0,0,1,8,5,120,0
2045,69,413,1,1,2,8,1,191,1
2045,2,2,0,1,3,8,3,738,0
2045,92,154,0,0,4,8,3,173,0
2045,54,203,1,1,5,8,5,102,1
2045,27,217,1,1,6,8,3,363,2
2045,31,482,0,1,0,8,3,382,1
2045,41,315,0,1,1,8,2,381,0
2045,36,105,1,1,2,8,5,810,0
2045,47,1,0,1,3,8,2,62,1
2045,43,254,0,1,4,8,2,219,1
2045,65,287,1,1,5,8,5,933,2
2045,50,294,0,0,6,8,3,727,0
2045,93,278,1,1,0,8,3,645,1
2045,1,194,1,1,1,8,1,541,1
2045,72,431,0,0,2,8,1,353,0
2045,57,257,1,0,3,8,5,376,0
2045,16,250,1,0,4,8,4,708,0
2045,28,248,0,0,5,8,2,266,0
2045,86,88,0,1,6,8,5,840,1
2045,82,434,1,0,0,8,3,396,0
2045,22,420,1,0,1,8,2,895,1
2045,41,253,0,0,2,8,1,187,0
2045,76,429,0,0,3,8,2,144,0
2045,19,164,1,1,4,8,1,877,2
2045,89,495,0,1,5,8,5,502,1
2045,50,162,1,0,6,8,1,362,1
2045,59,265,0,1,0,8,5,694,0
2045,69,460,1,1,1,8,5,375,0
2045,34,110,1,0,2,8,3,647,1
2045,39,340,1,1,3,8,4,114,1
2045,74,388,0,1,4,9,4,730,0
2045,7,207,1,0,5,9,4,641,0
2045,52,319,0,1,6,9,5,402,0
2045,60,132,0,0,0,9,5,506,0
2045,52,133,1,1,1,9,3,742,1
2045,79,394,0,1,2,9,3,222,0
2045,24,108,0,0,3,9,1,818,1
2045,26,172,1,1,4,9,1,826,1
2045,90,40,1,0,5,9,5,533,1
2045,90,292,0,1,6,9,4,507,1
2045,10,35,1,0,0,9,2,650,1
2045,17,59,1,1,1,9,3,461,2
2045,78,193,1,0,2,9,2,15,0
2045,2,210,0,0,3,9,2,477,0
2045,77,372,1,1,4,9,5,353,1
2045,27,31,0,1,5,9,1,245,2
2045,73,174,1,1,6,9,4,973,2
2045,71,305,0,0,0,9,2,479,0
2045,48,390,1,0,1,9,3,117,0
2045,74,198,1,1,2,9,3,162,1
2045,9,106,0,0,3,9,3,355,0
2045,86,275,1,1,4,9,2,345,1
2045,23,96,1,0,5,9,1,203,1
2045,71,170,1,0,6,9,4,372,0
2045,73,30,1,1,0,9,2,647,2
2045,27,282,0,1,1,9,1,856,1
2045,88,387,1,0,2,9,4,342,0
2045,93,161,0,0,3,9,4,516,0
2045,81,306,0,0,4,9,4,396,0
2045,84,415,0,0,5,9,4,655,0
2045,71,111,1,0,6,10,4,990,1
2045,43,212,1,0,0,10,1,497,1
2045,7,196,0,1,1,10,4,582,1
2045,92,96,0,1,2,10,2,696,1
2045,83,338,0,0,3,10,1,166,0
2045,63,138,1,1,4,10,4,95,1
2045,84,278,0,0,5,10,1,110,1
2045,44,447,1,0,6,10,1,230,1
2045,39,310,0,0,0,10,3,672,0
2045,40,179,1,0,1,10,1,221,1
2045,7,337,0,1,2,10,3,508,0
2045,70,234,1,1,3,10,5,118,1
2045,25,249,1,0,4,10,3,591,1
2045,59,132,1,1,5,10,5,421,1
2045,13,249,0,0,6,10,5,728,0
2045,86,293,1,0,0,10,5,876,0
2045,81,455,0,1,1,10,3,829,1
2045,86,499,1,0,2,10,1,351,1
2045,98,63,1,0,3,10,4,216,0
2045,62,307,1,0,4,10,5,419,0
2045,8,392,1,1,5,10,4,494,1
2045,45,257,0,0,6,10,1,867,1
2045,18,248,1,1,0,10,5,679,1
2045,88,264,0,1,1,10,5,572,0
2045,60,467,1,0,2,10,5,190,0
2045,60,337,1,1,3,10,5,578,1
2045,2,361,0,0,4,10,3,876,0
2045,66,500,0,0,5,10,3,227,0
2045,91,439,0,1,6,10,2,761,2
2045,14,368,0,1,0,10,4,490,0
2045,48,393,0,1,1,10,4,557,1
2045,56,179,0,1,2,11,2,712,1
2045,12,400,0,0,3,11,3,81,0
2045,96,437,0,1,4,11,2,486,1
2045,92,315,1,0,5,11,5,505,1
2045,55,301,0,1,6,11,3,992,2
2045,28,499,1,0,0,11,5,687,0
2045,89,165,0,0,1,11,2,844,0
2045,4,91,0,0,2,11,4,630,0
2045,90,322,0,1,3,11,1,11,1
2045,36,192,0,0,4,11,1,386,0
2045,50,292,1,1,5,11,5,15,1
2045,3,76,0,1,6,11,1,671,2
2045,1,306,0,1,0,11,5,787,0
2045,17,99,0,1,1,11,2,98,1
2045,71,95,0,1,2,11,3,211,0
2045,62,181,0,1,3,11,4,797,1
2045,48,441,0,0,4,11,5,187,0
2045,62,403,1,0,5,11,3,335,0
2045,69,154,0,0,6,11,3,551,0
2045,19,374,1,0,0,11,5,748,0
2045,34,356,1,1,1,11,4,228,1
2045,99,324,0,0,2,11,4,672,0
2045,49,112,0,0,3,11,3,25,0
2045,80,171,0,1,4,11,1,942,1
2045,47,253,1,1,5,11,3,47,1
2045,91,383,0,0,6,11,2,61,0
2045,50,351,1,1,0,11,5,911,1
2045,89,122,0,1,1,11,3,796,1
2045,26,442,0,1,2,11,4,482,0
2045,56,205,1,0,3,11,2,414,0
2045,78,245,0,1,4,12,3,218,0
2045,14,127,0,0,5,12,5,317,0
2045,78,491,0,1,6,12,5,987,1
2045,25,359,1,1,0,12,5,189,1
2045,100,315,1,0,1,12,4,601,0
2045,4,46,1,0,2,12,5,763,0
2045,79,452,1,0,3,12,2,537,1
2045,32,296,0,1,4,12,1,627,1
2045,82,236,1,0,5,12,2,529,2
2045,78,141,1,0,6,12,4,172,0
2045,65,121,0,1,0,12,4,236,0
2045,61,361,1,1,1,12,2,900,1
2045,20,9,0,0,2,12,2,766,0
2045,74,66,0,0,3,12,2,516,0
2045,10,483,1,0,4,12,4,477,0
2045,88,309,0,0,5,12,5,902,0
2045,34,460,1,0,6,12,4,8,1
2045,61,81,0,1,0,12,5,970,0
2045,92,260,1,0,1,12,2,244,0
2045,27,382,1,0,2,12,5,220,0
2045,40,398,0,1,3,12,3,446,1
2045,65,469,1,0,4,12,1,440,0
2045,33,105,1,1,5,12,5,314,1
2045,68,392,1,0,6,12,1,35,1
2045,71,97,1,0,0,12,2,738,0
2045,9,190,0,1,1,12,1,609,1
2045,16,429,1,1,2,12,3,891,2
2045,5,348,0,1,3,12,4,998,0
2045,98,195,0,1,4,12,1,875,1
2045,23,446,0,0,5,12,4,702,0
2045,43,334,1,0,6,12,4,985,1
2046,89,83,0,1,0,1,5,12,0
2046,57,251,1,0,1,1,1,274,1
2046,51,70,0,1,2,1,5,137,0
2046,13,292,0,0,3,1,1,202,0
2046,24,340,1,0,4,1,3,925,1
2046,11,385,0,1,5,1,3,35,0
2046,52,188,1,1,6,1,5,259,1
2046,17,458,1,1,0,1,2,356,1
2046,37,141,1,1,1,1,4,413,1
2046,13,140,0,1,2,1,4,188,0
2046,62,75,1,1,3,1,1,159,2
2046,91,100,1,1,4,1,3,73,1
2046,84,145,1,1,5,1,5,746,2
2046,97,175,0,1,6,1,2,989,2
2046,96,309,1,0,0,1,1,300,1
2046,8,221,1,1,1,1,3,286,1
2046,56,323,0,1,2,1,2,695,1
2046,93,477,0,1,3,1,2,746,1
2046,83,10,1,0,4,1,5,232,0
2046,70,46,1,1,5,1,5,297,1
2046,44,339,1,0,6,1,3,86,1
2046,60,117,1,1,0,1,5,375,0
2046,41,4,1,1,1,1,1,74,2
2046,21,313,0,0,2,1,4,12,0
2046,86,238,0,0,3,1,1,998,0
2046,42,294,1,0,4,1,1,52,1
2046,74,396,1,0,5,1,2,111,1
2046,74,31,1,0,6,1,3,181,0
2046,29,130,1,1,0,1,3,298,1
2046,80,241,0,1,1,1,2,791,1
2046,65,385,1,0,2,1,1,875,1
2046,17,81,1,1,3,2,1,918,2
2046,30,25,0,1,4,2,4,736,0
2046,26,261,1,0,5,2,4,985,1
2046,53,48,0,1,6,2,3,146,1
2046,19,398,1,0,0,2,1,422,1
2046,53,52,1,0,1,2,4,404,0
2046,85,330,0,0,2,2,2,430,0
2046,17,149,1,1,3,2,1,137,2
2046,46,409,1,1,4,2,5,495,1
2046,85,99,1,0,5,2,4,58,1
2046,53,67,0,1,6,2,2,860,1
2046,64,210,0,1,0,2,2,296,0
2046,45,248,1,0,1,2,5,958,0
2046,49,119,0,1,2,2,4,125,0
2046,19,434,1,1,3,2,3,802,2
2046,71,228,0,1,4,2,2,655,1
2046,81,103,1,0,5,2,1,866,1
2046,65,289,0,0,6,2,3,289,0
2046,37,240,1,0,0,2,2,929,0
2046,70,401,1,0,1,2,2,228,0
2046,26,232,0,0,2,2,5,43,0
2046,2,454,1,1,3,2,4,248,1
2046,59,290,0,1,4,2,4,980,1
2046,96,154,0,0,5,2,5,589,0
2046,5,170,1,1,6,2,5,133,1
2046,37,159,1,0,0,2,3,788,1
2046,31,113,0,1,1,2,3,593,0
2046,76,51,1,0,2,2,5,124,0
2046,99,476,1,0,3,3,3,630,0
2046,94,36,1,1,4,3,1,255,1
2046,48,13,0,0,5,3,5,326,0
2046,6,341,0,0,6,3,4,486,0
2046,15,218,1,1,0,3,4,311,1
2046,15,243,0,0,1,3,5,869,0
2046,61,223,0,1,2,3,4,664,0
2046,16,208,0,0,3,3,2,466,0
2046,20,479,1,0,4,3,1,115,0
2046,77,269,1,1,5,3,2,606,2
2046,44,222,1,0,6,3,5,819,0
2046,42,288,1,0,0,3,4,562,0
2046,46,389,0,1,1,3,3,441,1
2046,95,12,0,0,2,3,2,957,0
2046,34,487,1,1,3,3,2,246,2
2046,64,187,1,1,4,3,4,599,1
2046,29,169,0,1,5,3,3,735,1
2046,3,293,1,1,6,3,5,222,1
2046,9,324,1,0,0,3,4,431,0
2046,75,106,1,1,1,3,1,255,2
2046,75,176,1,0,2,3,1,668,1
2046,25,427,1,1,3,3,5,691,1
2046,86,349,1,1,4,3,5,737,1
2046,42,41,0,1,5,3,1,116,2
2046,46,312,0,0,6,3,3,835,0
2046,73,325,1,0,0,3,5,939,0
2046,84,249,1,1,1,3,1,42,2
2046,59,267,0,1,2,3,3,753,1
2046,21,222,0,1,3,3,3,424,1
2046,74,393,1,1,4,3,5,283,1
2046,22,113,1,0,5,3,2,404,1
2046,29,284,1,1,6,4,3,1,2
2046,63,278,0,1,0,4,5,878,0
2046,73,203,1,1,1,4,3,309,1
2046,61,341,1,1,2,4,4,725,1
2046,64,262,0,1,3,4,3,143,1
2046,69,282,0,0,4,4,2,37,0
2046,40,144,1,1,5,4,3,555,2
2046,75,243,1,0,6,4,2,773,1
2046,1,270,0,1,0,4,1,893,1
2046,65,35,1,0,1,4,2,336,0
2046,62,298,1,1,2,4,3,272,1
2046,54,53,0,0,3,4,1,691,0
2046,60,356,1,0,4,4,1,602,1
2046,46,150,0,1,5,4,1,133,1
2046,5,437,1,0,6,4,1,3,1
2046,22,450,0,1,0,4,3,835,1
2046,90,13,0,0,1,4,5,726,0
2046,53,267,0,1,2,4,2,981,1
2046,70,396,0,0,3,4,5,380,0
2046,32,97,1,1,4,4,5,948,1
2046,11,86,0,0,5,4,2,306,0
2046,10,309,1,1,6,4,4,855,2
2046,39,265,0,1,0,4,2,836,1
2046,98,492,0,0,1,4,4,675,0
2046,31,71,0,0,2,4,2,386,0
2046,12,17,1,0,3,4,5,823,0
2046,80,189,0,1,4,4,5,484,0
2046,38,10,1,1,5,4,2,236,2
2046,67,166,0,1,6,4,1,907,2
2046,66,379,1,0,0,4,4,918,0
2046,52,39,1,1,1,5,1,58,1
2046,5,499,1,1,2,5,4,119,1
2046,11,366,1,1,3,5,5,444,1
2046,25,345,1,1,4,5,4,399,1
2046,35,219,1,1,5,5,5,177,1
2046,35,94,0,1,6,5,2,803,2
2046,22,158,1,0,0,5,2,199,0
2046,37,363,0,1,1,5,3,321,0
2046,86,34,0,0,2,5,3,504,0
2046,55,289,1,1,3,5,2,190,1
2046,75,416,1,1,4,5,3,604,1
2046,96,490,0,0,5,5,2,727,0
2046,99,12,0,0,6,5,1,953,0
2046,95,233,1,0,0,5,5,888,0
2046,72,87,0,0,1,5,2,947,0
2046,64,93,0,0,2,5,3,545,0
2046,20,107,1,1,3,5,3,42,1
2046,98,193,0,1,4,5,3,894,0
2046,4,468,1,1,5,5,1,99,2
2046,18,10,1,1,6,5,1,123,2
2046,51,125,0,0,0,5,1,518,0
2046,68,275,0,1,1,5,2,845,1
2046,20,279,0,1,2,5,5,406,0
2046,9,128,1,0,3,5,1,362,1
2046,80,341,0,1,4,5,3,885,1
2046,26,185,0,1,5,5,3,827,1
2046,25,363,1,0,6,5,1,837,1
2046,68,355,0,0,0,5,5,192,0
2046,41,59,0,0,1,5,5,100,0
2046,59,496,1,0,2,5,5,107,0
2046,45,480,1,1,3,5,3,145,1
2046,41,182,0,0,4,6,2,227,0
2046,38,74,1,0,5,6,4,703,1
2046,19,2,0,0,6,6,1,377,0
2046,14,243,1,1,0,6,1,602,2
2046,21,228,1,0,1,6,4,27,0
2046,15,48,1,0,2,6,4,78,0
2046,3,6,0,0,3,6,3,902,0
2046,37,43,1,0,4,6,3,640,0
2046,46,145,1,1,5,6,1,417,2
2046,16,127,1,1,6,6,2,691,2
2046,14,335,1,1,0,6,1,195,2
2046,9,246,0,0,1,6,1,927,1
2046,7,420,1,0,2,6,1,810,1
2046,14,408,0,0,3,6,3,531,0
2046,6,121,0,1,4,6,1,776,1
2046,85,232,1,0,5,6,2,325,1
2046,15,376,0,0,6,6,2,441,0
2046,52,189,1,1,0,6,2,371,1
2046,72,285,0,0,1,6,1,370,0
2046,34,242,1,1,2,6,4,168,0
2046,1,78,0,0,3,6,1,276,0
2046,96,58,0,1,4,6,4,103,0
2046,69,450,1,0,5,6,1,975,1
2046,94,496,1,1,6,6,2,832,2
2046,86,470,0,1,0,6,4,683,1
2046,20,495,0,1,1,6,2,163,1
2046,80,181,1,0,2,6,1,871,1
2046,7,70,0,1,3,6,3,17,0
2046,7,265,0,1,4,6,4,811,0
2046,50,204,0,0,5,6,1,871,1
2046,2,170,1,1,6,7,2,264,2
2046,47,295,0,1,0,7,5,750,0
2046,14,453,1,1,1,7,3,468,2
2046,31,378,1,0,2,7,5,776,0
2046,50,247,0,1,3,7,5,374,0
2046,61,424,1,0,4,7,3,587,0
2046,41,59,1,0,5,7,2,123,1
2046,14,300,1,1,6,7,5,228,1
2046,5,321,1,0,0,7,5,343,0
2046,75,458,1,0,1,7,1,964,1
2046,5,11,1,0,2,7,3,697,0
2046,64,347,1,0,3,7,4,588,0
2046,29,471,1,1,4,7,5,418,0
2046,75,340,0,0,5,7,1,35,1
2046,5,5,1,1,6,7,3,502,2
2046,96,205,0,1,0,7,4,510,0
2046,36,370,1,0,1,7,4,217,0
2046,79,458,1,0,2,7,5,317,0
2046,19,245,0,1,3,7,2,944,1
2046,64,249,0,1,4,7,3,561,1
2046,22,433,0,0,5,7,1,862,1
2046,34,435,0,1,6,7,3,363,1
2046,56,420,0,0,0,7,1,379,0
2046,17,105,0,1,1,7,5,308,0
2046,76,242,1,0,2,7,3,404,0
2046,89,272,0,0,3,7,5,250,0
2046,56,7,1,1,4,7,2,150,1
2046,17,224,0,1,5,7,1,138,1
2046,74,217,0,0,6,7,2,887,0
2046,92,44,1,0,0,7,1,551,0
2046,82,26,1,1,1,7,2,6,1
2046,18,292,0,1,2,8,3,639,1
2046,45,181,1,1,3,8,1,502,2
2046,96,92,0,1,4,8,5,739,0
2046,78,428,0,0,5,8,1,691,1
2046,56,268,1,0,6,8,4,175,0
2046,80,346,0,0,0,8,1,50,0
2046,50,68,1,1,1,8,1,722,1
2046,58,364,1,0,2,8,4,404,0
2046,18,151,1,1,3,8,2,989,2
2046,80,104,0,1,4,8,2,375,1
2046,81,88,0,1,5,8,1,646,2
2046,7,95,1,1,6,8,2,713,2
2046,76,382,0,0,0,8,4,532,0
2046,98,286,0,1,1,8,5,506,0
2046,10,319,1,0,2,8,2,958,1
2046,69,3,1,1,3,8,1,22,2
2046,85,208,0,1,4,8,5,944,0
2046,3,418,1,0,5,8,5,474,0
2046,83,102,0,0,6,8,5,14,0
2046,44,348,0,0,0,8,1,934,0
2046,99,177,1,0,1,8,5,184,0
2046,70,428,1,1,2,8,4,684,1
2046,14,425,0,1,3,8,5,348,0
2046,4,304,0,0,4,8,4,695,0
2046,18,199,0,1,5,8,1,796,2
2046,93,8,1,0,6,8,1,527,1
2046,99,391,1,0,0,8,1,349,0
2046,52,245,1,1,1,8,5,902,1
2046,38,293,1,1,2,8,2,699,2
2046,80,439,0,1,3,8,2,987,1
2046,20,327,0,1,4,8,5,148,0
2046,88,178,0,1,5,9,3,925,2
2046,99,82,0,0,6,9,3,385,0
2046,44,112,1,1,0,9,4,653,1
2046,51,359,1,0,1,9,2,547,0
2046,19,21,1,1,2,9,5,241,1
2046,68,34,0,1,3,9,1,323,1
2046,97,255,0,1,4,9,2,866,1
2046,66,433,1,0,5,9,5,932,1
2046,13,27,0,0,6,9,3,819,0
2046,62,8,0,0,0,9,3,234,0
2046,61,418,0,0,1,9,3,449,0
2046,30,18,0,0,2,9,4,851,0
2046,98,435,0,0,3,9,5,517,0
2046,30,500,1,1,4,9,5,479,0
2046,51,233,1,1,5,9,1,38,2
2046,88,396,0,1,6,9,5,401,0
2046,48,470,0,1,0,9,1,158,1
2046,33,307,0,1,1,9,3,445,0
2046,74,191,1,0,2,9,2,388,1
2046,82,424,0,0,3,9,3,947,0
2046,19,150,0,1,4,9,5,972,0
2046,71,392,0,0,5,9,1,61,0
2046,57,490,0,0,6,9,3,64,0
2046,19,156,1,0,0,9,5,133,0
2046,88,434,0,0,1,9,5,180,0
2046,79,47,1,1,2,9,1,934,2
2046,41,312,0,1,3,9,4,737,0
2046,42,416,0,0,4,9,2,207,0
2046,87,139,0,1,5,9,4,729,1
2046,52,405,0,0,6,9,3,12,0
2046,4,410,0,1,0,10,4,835,0
2046,4,142,0,1,1,10,1,163,1
2046,5,335,1,1,2,10,2,777,1
2046,41,14,0,1,3,10,4,9,0
2046,87,460,1,1,4,10,4,685,1
2046,61,356,1,0,5,10,2,538,1
2046,75,259,0,1,6,10,3,563,1
2046,55,236,1,1,0,10,1,270,2
2046,75,441,0,0,1,10,2,290,0
2046,13,378,0,1,2,10,3,89,0
2046,14,7,0,1,3,10,2,353,1
2046,60,39,0,0,4,10,1,218,0
2046,72,185,1,0,5,10,1,195,1
2046,25,115,1,0,6,10,4,366,1
2046,82,110,0,0,0,10,4,651,0
2046,44,65,1,0,1,10,5,745,0
2046,82,231,0,0,2,10,5,808,0
2046,10,281,0,0,3,10,4,376,0
2046,71,31,1,0,4,10,1,150,0
2046,50,86,0,1,5,10,3,553,1
2046,44,138,1,0,6,10,4,733,1
2046,14,466,1,1,0,10,5,439,1
2046,15,77,0,0,1,10,1,502,0
2046,16,456,1,1,2,10,2,736,1
2046,2,137,1,1,3,10,4,975,1
2046,30,122,0,1,4,10,4,361,0
2046,30,463,1,1,5,10,3,411,2
2046,82,264,1,1,6,10,1,579,2
2046,31,97,1,1,0,10,3,982,1
2046,77,483,1,0,1,10,2,246,0
2046,20,19,0,0,2,10,1,709,0
2046,49,286,0,0,3,11,3,16,0
2046,35,9,1,1,4,11,2,821,1
2046,23,83,1,0,5,11,2,736,1
2046,97,47,0,0,6,11,4,326,0
2046,99,430,0,0,0,11,1,612,0
2046,100,90,1,0,1,11,2,988,1
2046,61,1,1,1,2,11,3,962,2
2046,84,387,0,1,3,11,1,658,1
2046,55,162,1,1,4,11,2,119,1
2046,67,153,1,1,5,11,4,558,1
2046,8,414,1,0,6,11,5,29,0
2046,40,1,1,0,0,11,5,104,0
2046,59,379,0,1,1,11,5,677,0
2046,32,146,0,1,2,11,2,306,0
2046,93,161,0,0,3,11,2,287,0
2046,7,393,0,0,4,11,3,964,0
2046,2,135,0,0,5,11,5,337,0
2046,85,286,0,0,6,11,5,111,0
2046,6,77,0,1,0,11,1,689,1
2046,92,81,0,0,1,11,1,532,0
2046,36,269,0,1,2,11,2,785,1
2046,32,269,1,1,3,11,2,562,2
2046,45,42,0,0,4,11,4,320,0
2046,42,124,1,0,5,11,5,652,0
2046,53,230,1,1,6,11,5,251,1
2046,9,357,1,0,0,11,2,487,1
2046,75,202,0,1,1,11,3,203,1
2046,87,334,1,1,2,11,1,488,1
2046,75,447,0,0,3,11,5,601,0
2046,49,107,0,1,4,11,3,675,0
2046,2,453,0,0,5,12,1,61,1
2046,67,292,1,0,6,12,4,339,1
2046,11,291,1,0,0,12,2,974,0
2046,50,174,0,0,1,12,3,764,0
2046,35,429,1,0,2,12,1,367,1
2046,15,312,0,1,3,12,2,825,1
2046,75,87,1,0,4,12,2,569,1
2046,31,5,1,1,5,12,5,512,1
2046,92,172,1,1,6,12,1,237,2
2046,62,121,0,1,0,12,2,460,0
2046,28,156,1,1,1,12,5,472,0
2046,96,87,0,1,2,12,2,906,1
2046,25,426,1,1,3,12,1,432,1
2046,84,98,1,0,4,12,2,922,0
2046,92,415,0,1,5,12,4,881,1
2046,25,135,1,1,6,12,4,208,2
2046,75,7,0,0,0,12,4,597,0
2046,83,260,0,1,1,12,4,183,0
2046,92,364,1,0,2,12,3,156,1
2046,1,384,0,1,3,12,2,245,0
2046,59,32,1,1,4,12,2,750,2
2046,69,28,0,1,5,12,2,997,2
2046,74,440,0,0,6,12,2,459,0
2046,42,260,1,0,0,12,5,934,0
2046,34,487,0,1,1,12,3,700,0
2046,100,244,0,1,2,12,2,427,1
2046,66,365,0,0,3,12,5,747,0
2046,18,264,0,0,4,12,3,488,0
2046,77,142,1,1,5,12,5,244,1
2046,5,30,1,1,6,12,4,713,2
2046,20,387,1,0,0,12,4,108,0
2047,66,130,0,1,1,1,5,415,0
2047,75,266,0,1,2,1,2,651,1
2047,62,70,1,0,3,1,3,449,1
2047,94,119,1,0,4,1,1,47,1
2047,96,327,1,1,5,1,5,961,1
2047,32,400,0,0,6,1,5,127,0
2047,58,70,1,1,0,1,5,114,1
2047,50,208,0,0,1,1,2,530,0
2047,38,91,0,1,2,1,5,487,0
2047,55,120,1,1,3,1,1,181,2
2047,28,460,0,0,4,1,4,498,0
2047,74,470,1,1,5,1,4,547,1
2047,86,207,1,0,6,1,3,749,1
2047,81,406,0,1,0,1,3,581,1
2047,22,256,0,0,1,1,4,782,0
2047,43,35,1,0,2,1,1,773,1
2047,83,124,1,0,3,1,1,682,1
2047,81,112,1,0,4,1,2,897,1
2047,88,498,1,0,5,1,4,229,0
2047,36,207,1,0,6,1,4,56,0
2047,96,471,1,0,0,1,3,39,0
2047,52,102,0,0,1,1,2,76,0
2047,36,433,0,0,2,1,4,213,0
2047,28,386,0,0,3,1,3,396,0
2047,78,194,1,0,4,1,3,357,0
2047,58,241,0,0,5,1,3,955,1
2047,36,147,1,0,6,1,3,845,1
2047,70,453,1,0,0,1,1,125,0
2047,9,132,0,1,1,1,5,439,0
2047,21,220,0,1,2,1,3,297,0
2047,64,338,1,1,3,1,1,251,1
2047,76,104,0,1,4,2,5,309,0
2047,61,41,1,0,5,2,1,909,1
2047,94,56,0,1,6,2,5,464,1
2047,95,311,0,1,0,2,1,813,1
2047,40,250,0,0,1,2,2,979,0
2047,56,242,0,0,2,2,1,2,0
2047,4,415,0,0,3,2,2,617,0
2047,31,127,0,1,4,2,5,56,0
2047,27,150,0,1,5,2,4,538,1
2047,58,331,1,1,6,2,4,196,2
2047,25,432,0,1,0,2,3,692,0
2047,69,336,1,0,1,2,5,122,0
2047,70,384,1,1,2,2,1,538,1
2047,5,388,0,1,3,2,3,510,0
2047,91,149,1,1,4,2,1,676,2
2047,8,169,0,1,5,2,4,631,1
2047,9,45,0,1,6,2,3,600,1
2047,15,473,0,0,0,2,5,389,0
2047,100,84,1,0,1,2,5,833,0
2047,7,8,0,0,2,2,3,996,0
2047,96,107,1,1,3,2,3,167,1
2047,72,373,1,1,4,2,1,334,2
2047,15,265,0,0,5,2,1,841,0
2047,37,146,0,1,6,2,5,725,1
2047,83,31,0,0,0,2,5,969,0
2047,39,244,1,0,1,2,3,690,1
2047,6,35,1,1,2,2,2,547,1
2047,83,247,0,1,3,2,3,285,0
2047,57,414,1,0,4,3,3,725,0
2047,92,18,0,0,5,3,4,257,0
2047,81,467,0,1,6,3,3,865,2
2047,19,425,1,1,0,3,4,283,1
2047,63,24,1,0,1,3,1,963,1
2047,31,498,1,1,2,3,2,571,2
2047,75,342,0,0,3,3,3,946,0
2047,79,304,1,0,4,3,1,496,1
2047,10,398,1,1,5,3,3,276,2
2047,87,403,0,0,6,3,3,108,0
2047,67,316,1,1,0,3,1,80,2
2047,62,349,1,0,1,3,3,296,0
2047,3,278,1,1,2,3,2,595,2
2047,18,30,1,1,3,3,3,315,1
2047,25,143,1,1,4,3,4,693,1
2047,20,277,0,1,5,3,1,683,2
2047,58,410,0,0,6,3,4,95,0
2047,93,356,0,0,0,3,2,615,0
2047,86,12,0,1,1,3,3,554,0
2047,50,391,0,0,2,3,1,584,0
2047,79,203,1,0,3,3,1,944,1
2047,10,250,1,0,4,3,4,258,0
2047,21,103,0,1,5,3,2,480,1
2047,29,468,1,0,6,3,4,749,0
2047,96,35,1,1,0,3,5,883,1
2047,10,324,1,1,1,3,2,811,1
2047,13,386,0,1,2,3,3,678,1
2047,47,20,0,0,3,3,5,191,0
2047,23,47,1,0,4,3,4,627,1
2047,50,84,0,1,5,3,4,227,1
2047,87,268,0,1,6,3,2,77,1
2047,95,53,1,1,0,4,2,966,2
2047,4,273,0,0,1,4,4,43,0
2047,67,18,1,0,2,4,1,937,1
2047,85,104,0,0,3,4,3,795,0
2047,53,152,1,0,4,4,2,78,0
2047,2,328,1,1,5,4,1,439,2
2047,68,165,0,1,6,4,4,817,1
2047,65,361,1,1,0,4,4,861,1
2047,79,414,1,0,1,4,1,410,1
2047,57,84,0,1,2,4,4,770,0
2047,97,308,1,0,3,4,3,329,1
2047,70,151,0,0,4,4,1,741,0
2047,7,37,0,1,5,4,3,848,2
2047,19,379,0,1,6,4,2,107,1
2047,44,458,0,1,0,4,5,700,0
2047,63,353,0,1,1,4,3,213,0
2047,65,152,1,1,2,4,5,272,0
2047,39,356,1,0,3,4,4,952,0
2047,83,376,0,1,4,4,3,988,1
2047,26,208,1,1,5,4,3,940,2
2047,44,50,0,0,6,4,4,547,0
2047,12,220,1,0,0,4,3,669,0
2047,22,460,0,1,1,4,4,863,0
2047,77,404,1,0,2,4,2,23,0
2047,92,47,1,1,3,4,1,257,2
2047,14,18,1,1,4,4,3,869,2
2047,86,485,1,1,5,4,2,687,2
2047,30,122,1,0,6,4,1,134,1
2047,44,282,0,0,0,4,3,371,0
2047,84,494,1,1,1,4,2,75,1
2047,91,120,1,0,2,5,3,62,0
2047,38,251,0,1,3,5,1,979,2
2047,59,327,1,1,4,5,3,821,1
2047,42,299,1,1,5,5,4,195,2
2047,52,47,0,1,6,5,2,232,1
2047,63,85,1,0,0,5,3,488,0
2047,61,299,1,0,1,5,4,52,0
2047,34,384,0,1,2,5,1,882,1
2047,39,160,1,0,3,5,1,321,1
2047,41,7,1,0,4,5,4,933,0
2047,37,245,0,0,5,5,1,157,0
