area,bedrooms,age,price,num_floors,zip_code,furnishing_status,property_type,green_area_percent
3606,5,39,675000,1,10004,0,2,34
4951,7,15,1025000,3,20002,2,2,42
4559,8,15,925000,5,20002,0,3,40
4128,5,5,876000,2,10004,0,2,28
3770,6,37,757000,1,20002,1,2,7
3934,6,13,836000,3,20001,0,0,19
2759,4,20,549000,5,30001,2,2,36
1605,4,24,329000,5,10005,1,0,36
3900,4,43,795000,5,20002,1,1,21
2375,5,27,503000,1,30001,1,3,44
4530,7,5,992000,4,40001,2,0,15
1399,3,36,271000,4,20001,2,0,14
3415,7,9,778000,1,10001,0,2,49
4171,7,45,841000,4,30001,0,1,34
1411,2,6,294000,3,40001,0,1,42
2749,3,10,564000,5,10003,2,3,41
1360,3,11,267000,2,10003,0,1,31
3346,5,8,702000,2,10002,0,1,8
1426,2,46,271000,3,20001,2,3,29
3611,6,4,759000,2,30002,2,3,36
2410,4,25,483000,5,10001,0,0,8
4062,6,26,857000,5,40001,0,2,7
4582,7,40,924000,2,10001,1,0,32
1474,4,41,269000,4,30001,2,2,8
4522,8,46,926000,3,30002,2,3,26
848,1,39,141000,4,30002,0,3,11
2186,5,13,431000,2,10001,1,2,48
2702,4,48,532000,5,10003,1,1,8
4367,6,16,914000,3,10004,2,2,31
2894,5,7,580000,3,10005,0,1,8
4642,6,0,1001000,4,10003,0,1,16
1029,1,41,180000,4,10003,0,2,15
4292,6,31,870000,1,10003,0,2,12
2485,4,5,540000,4,30002,1,2,40
2110,4,31,424000,2,10005,1,3,7
4941,7,45,1021000,3,10005,0,2,26
1432,4,4,338000,5,10003,0,1,46
3222,3,20,637000,1,10002,2,2,15
3550,5,46,655000,3,40001,2,0,5
1132,1,28,172000,3,10004,1,2,42
2679,5,26,566000,1,20001,1,3,44
1306,4,13,300000,2,20002,0,0,50
1742,3,36,296000,5,20001,0,2,6
1435,2,40,227000,3,10001,0,1,7
2389,3,34,448000,2,10004,1,3,41
2262,5,47,467000,3,10001,1,3,16
2791,5,24,558000,2,10003,0,0,50
2534,5,49,454000,1,10004,2,3,36
3063,6,23,674000,4,20002,0,2,41
912,2,26,161000,2,10002,1,2,39
3063,7,6,668000,3,10004,1,0,19
1226,3,25,225000,4,30001,2,1,44
1866,3,0,384000,1,10005,0,1,38
3611,4,27,730000,5,10004,2,2,45
1633,1,20,300000,2,10002,1,2,45
1029,2,36,148000,1,20002,2,0,25
1623,4,15,321000,5,10004,0,2,17
3318,6,5,738000,1,10004,2,2,13
4467,6,20,948000,4,30002,2,1,7
2623,3,1,544000,4,10004,0,3,31
1904,2,15,379000,2,30002,1,2,46
1841,3,14,388000,4,30002,2,1,29
1507,3,15,307000,3,10002,1,0,7
2183,1,31,392000,4,30002,2,0,6
2691,4,36,524000,3,30002,1,3,11
2102,5,3,490000,5,40001,1,1,22
3821,6,20,781000,1,30001,2,3,39
1476,3,26,280000,2,10004,1,2,14
3364,5,23,723000,5,10003,1,1,46
4122,7,5,899000,2,10001,2,3,35
2363,3,33,481000,2,30002,0,3,6
2060,5,37,410000,1,20002,0,0,20
4003,7,42,831000,5,10002,0,0,31
3153,5,17,717000,3,30001,2,2,49
1157,3,20,243000,1,30001,1,1,40
4034,6,14,816000,3,20002,1,2,28
1218,4,29,219000,4,10001,0,3,22
4755,8,40,974000,3,20002,1,1,34
2393,4,5,509000,3,30001,0,0,37
2185,4,36,442000,5,10002,0,0,38
3551,8,14,729000,4,20001,0,3,14
1044,3,17,186000,3,30002,2,0,46
1414,1,9,278000,3,30001,1,0,17
1049,3,2,235000,4,30001,1,3,8
3893,4,26,750000,4,20002,2,0,47
2395,3,23,521000,4,30001,1,0,44
2729,4,3,593000,4,10004,2,3,31
1310,3,10,269000,1,10004,1,3,19
4767,8,29,1011000,1,10001,1,2,9
2165,6,49,402000,5,10005,2,0,24
1723,3,0,429000,3,20001,2,3,47
873,2,7,166000,5,20001,1,0,5
1608,4,10,338000,1,30002,2,2,18
3678,5,34,779000,1,10002,2,3,49
3067,4,14,615000,2,20001,0,1,31
2926,4,47,551000,2,10004,1,2,12
3004,5,8,633000,4,10005,0,0,19
4479,6,43,855000,1,10004,0,3,19
4458,6,39,903000,5,30001,2,1,44
1784,4,11,401000,5,10003,2,1,10
2098,4,13,456000,5,20001,0,2,45
4544,6,5,962000,5,20001,1,1,20
4080,5,12,792000,5,20001,0,0,26
4755,5,18,986000,2,30002,2,3,24
3453,6,6,724000,3,10005,1,0,12
4487,7,15,919000,1,10002,0,3,50
3762,5,28,765000,5,30001,2,0,35
3746,4,35,724000,4,30002,1,0,34
3845,6,48,738000,5,10001,1,0,8
1659,3,1,391000,3,30001,2,0,13
2885,4,32,564000,1,10005,0,3,17
3527,4,31,688000,5,10004,0,3,23
1176,4,48,222000,4,10002,2,0,43
3594,5,0,765000,3,10004,1,2,27
1865,2,1,405000,2,30001,0,1,20
4482,7,45,849000,5,20001,2,2,5
2807,3,39,480000,3,30001,0,3,29
4001,6,37,780000,3,30001,2,3,27
1851,4,29,361000,3,20002,0,3,44
1428,3,26,305000,2,20001,1,0,9
3173,5,17,621000,3,30002,2,1,18
4774,7,39,932000,5,10003,0,0,35
1983,3,3,448000,2,30002,1,2,7
2077,5,15,419000,4,10001,0,1,28
2751,4,39,504000,4,40001,0,2,20
4721,7,31,991000,3,10005,0,2,33
4224,4,21,781000,5,10002,1,2,44
2125,5,30,439000,3,40001,0,2,40
1971,3,43,387000,2,20001,2,0,50
4569,7,14,960000,5,10001,0,2,27
2671,6,42,525000,5,30001,1,2,25
4431,6,23,931000,5,10003,1,3,44
3110,4,8,657000,4,10004,1,3,7
3143,5,2,620000,1,30001,2,1,19
4186,7,2,854000,5,10003,1,2,49
3867,8,33,816000,2,10002,2,2,50
3139,5,1,648000,4,20002,0,1,13
1483,4,39,284000,3,10004,0,2,20
1675,3,30,332000,4,30001,2,1,12
1854,2,26,356000,1,10002,1,2,24
4553,5,40,874000,2,30002,0,0,38
3402,6,16,714000,5,20002,1,2,48
4814,6,9,984000,2,10002,0,2,5
1148,3,37,200000,3,30001,2,0,7
1822,3,24,351000,2,10004,1,2,49
1249,2,10,238000,2,10003,0,3,13
1303,2,36,242000,3,20001,1,1,9
885,1,28,186000,2,30001,2,3,42
4122,7,10,884000,4,10002,1,0,11
1322,2,34,209000,4,20002,2,0,26
3951,6,49,755000,5,10001,1,2,7
4492,8,30,911000,4,30001,1,2,25
3308,6,27,683000,1,10003,1,1,50
1429,3,12,276000,2,10002,0,2,45
817,2,32,146000,2,30001,2,2,32
2068,3,13,421000,3,20002,1,1,48
1976,3,30,366000,5,30001,2,1,35
2432,4,26,514000,4,20002,0,2,27
4569,5,30,903000,5,30001,0,1,10
4413,7,35,879000,4,10002,0,3,15
914,4,11,173000,3,10004,0,0,31
1552,4,44,356000,1,30002,0,2,10
3200,4,30,648000,2,10004,0,2,46
2670,6,1,623000,2,30002,0,2,21
3388,6,2,730000,1,10001,0,2,46
1121,1,42,161000,2,30001,0,1,38
4627,5,30,922000,5,10002,2,3,48
1633,2,27,293000,1,10004,0,3,33
1011,2,33,168000,1,40001,1,2,6
2056,4,31,402000,1,10003,2,1,26
958,2,15,224000,5,40001,1,1,36
3419,5,45,677000,5,10001,0,2,26
2147,4,39,428000,1,10004,0,1,11
3964,5,16,854000,4,30002,0,1,43
4012,6,48,750000,5,20001,1,2,29
1710,4,18,344000,2,40001,2,1,29
3251,5,39,668000,5,10004,2,1,35
4603,8,36,925000,3,10003,1,2,44
1203,2,27,182000,3,20001,1,3,41
2641,3,31,481000,5,30002,2,2,10
3448,7,2,780000,2,10001,0,0,23
2490,5,32,533000,3,30001,1,1,41
4285,6,19,884000,3,10005,2,2,13
2056,4,34,409000,2,30002,2,3,15
3984,5,34,794000,3,20001,1,0,8
2442,4,24,497000,4,30001,0,3,44
4152,6,25,831000,4,20001,1,0,43
1322,4,45,180000,2,20001,1,2,42
2744,5,37,529000,5,30002,0,2,50
4371,7,26,930000,2,10005,2,3,32
2360,3,17,508000,2,40001,2,0,46
4394,7,25,892000,4,40001,0,0,11
1392,1,13,255000,2,10005,1,0,22
4693,7,6,1011000,1,10004,1,3,5
3468,5,16,769000,1,20002,0,3,17
4702,6,9,1013000,4,10001,0,2,33
1555,5,9,377000,5,10004,0,0,36
2099,4,10,411000,5,10001,0,1,36
1296,1,15,287000,2,10003,1,2,28
3221,6,48,617000,1,20002,0,3,23
2398,2,5,477000,3,10005,0,3,6
4927,6,35,1015000,3,40001,0,0,8
4390,7,37,911000,5,10001,1,3,39
1261,3,27,257000,1,40001,1,3,7
1167,2,36,220000,2,10002,2,3,5
3505,6,42,694000,5,10001,2,3,20
4123,6,24,876000,2,10005,1,3,26
965,2,33,192000,3,20001,1,0,50
4486,7,43,940000,2,10004,0,3,35
4882,9,24,1055000,5,40001,2,1,10
3847,6,0,791000,2,10003,1,2,37
2528,4,47,467000,2,20002,0,1,15
4469,7,46,889000,5,30002,1,3,45
3974,4,34,788000,5,10004,0,1,27
2973,6,36,613000,5,20001,2,3,18
837,2,45,116000,5,10001,0,3,38
2821,8,10,643000,1,30001,0,3,5
1533,3,33,291000,4,20001,0,0,25
1447,3,29,247000,5,10002,2,3,37
4102,5,0,829000,1,10004,2,1,9
1119,2,28,174000,1,30001,1,1,5
3353,5,28,644000,5,30002,1,2,8
3978,6,8,795000,3,20002,0,3,23
2522,6,18,557000,3,10003,2,3,40
2556,4,21,558000,1,30002,0,2,17
4478,6,15,919000,5,10002,1,0,8
4578,7,21,966000,4,40001,0,0,17
3315,5,35,701000,5,10004,0,1,27
4647,7,42,951000,2,10003,0,3,33
1737,2,44,277000,1,20002,1,1,37
1564,4,1,348000,4,40001,2,0,37
1452,3,19,260000,5,40001,2,1,46
4880,8,4,1027000,2,10005,0,0,25
4402,6,27,881000,4,20002,2,2,22
2929,6,19,559000,3,10003,0,3,12
4764,6,26,974000,5,10002,0,0,6
986,2,15,150000,4,10005,1,1,36
945,3,38,159000,1,10005,1,2,45
2186,4,37,430000,3,10004,0,1,17
4988,6,20,1039000,5,10002,2,2,36
3387,5,35,679000,2,20001,0,0,7
3496,5,30,715000,5,30001,1,3,15
4812,6,34,1007000,2,10003,0,0,48
848,4,40,181000,1,10004,0,2,45
4129,5,27,828000,4,20002,2,0,22
4389,5,40,848000,3,10002,0,3,12
3388,4,41,705000,4,10001,2,1,39
4281,6,10,897000,5,10005,0,2,34
1574,3,32,285000,1,30002,2,2,29
2060,4,44,413000,3,10004,2,3,9
1449,5,6,345000,2,20001,0,0,27
4239,4,3,913000,1,10003,2,3,35
3848,5,12,808000,3,10002,0,0,27
2823,4,32,589000,1,30002,1,2,17
1880,3,20,363000,3,30002,2,0,17
2874,3,39,528000,1,10002,0,2,9
3112,5,8,632000,2,10003,1,3,24
4274,8,38,928000,3,20001,1,2,46
3105,6,24,619000,4,10004,2,3,44
4060,5,33,799000,5,10003,1,0,5
3674,5,45,726000,3,40001,0,2,5
4110,6,10,881000,1,10004,1,2,12
2150,4,22,472000,4,10002,2,2,43
1893,3,28,346000,5,10001,2,1,11
4576,6,35,867000,2,20001,0,0,39
3896,8,24,836000,4,10002,1,3,21
2654,4,24,593000,2,30001,1,2,26
3066,4,47,587000,3,10002,2,1,12
1360,4,12,288000,4,10004,1,2,42
3183,5,5,721000,3,20001,2,1,6
2625,5,6,574000,3,40001,2,2,7
2483,6,19,505000,3,20002,0,0,28
1998,4,5,391000,1,10003,2,2,8
1809,3,6,324000,4,10002,1,0,6
2571,5,2,537000,2,40001,2,0,38
2507,2,32,483000,5,10005,2,3,23
3072,7,16,666000,2,20002,1,3,42
3412,4,34,628000,3,10002,1,1,50
2342,4,38,458000,2,10001,1,0,24
2037,4,41,377000,2,10002,1,0,50
3775,3,4,842000,5,30002,2,3,12
2524,3,34,469000,3,10002,1,3,42
3063,7,7,619000,4,10005,2,0,32
1082,4,48,220000,2,10001,2,1,34
3420,7,37,714000,4,10003,0,3,23
4086,6,37,857000,5,10005,2,0,24
971,3,20,184000,1,10001,1,3,25
4256,7,35,923000,5,30002,2,1,17
2682,4,34,534000,3,20002,0,1,22
3075,5,19,619000,2,30002,1,2,24
3421,6,13,736000,1,10003,2,1,10
1400,3,44,219000,2,40001,2,3,16
4590,6,37,906000,5,30001,0,1,38
2823,5,45,512000,2,10003,0,1,39
1266,1,13,232000,2,10001,0,2,14
4750,6,18,1004000,4,10005,1,3,48
4689,5,5,971000,3,30002,1,2,9
3392,7,45,694000,4,10002,1,3,30
1819,7,29,405000,5,20001,2,1,39
2347,6,2,535000,2,30001,2,0,47
1503,4,2,322000,5,10003,0,0,27
1652,2,33,279000,1,30001,2,1,12
1105,1,42,162000,4,20001,2,1,11
4378,7,2,980000,2,30002,1,3,22
2733,4,28,575000,5,20001,1,3,33
2587,3,20,535000,5,30001,1,3,50
4587,7,20,933000,5,20002,1,1,18
1673,1,2,339000,1,10001,2,1,25
2381,3,36,485000,5,10002,0,3,45
4757,6,16,987000,3,40001,2,2,48
4132,7,21,889000,4,10005,0,1,45
2485,3,9,490000,2,10005,1,2,40
2405,4,43,430000,3,10001,1,2,42
1695,3,7,334000,4,10003,1,0,45
4063,6,41,769000,5,10002,0,1,43
4224,7,49,819000,4,10003,1,2,45
4653,6,11,971000,1,10005,1,2,11
3146,5,11,662000,3,40001,1,1,49
4331,5,13,876000,5,20001,2,0,42
3274,4,16,661000,4,10004,1,3,19
2661,4,16,507000,4,10001,0,0,29
3563,7,29,766000,3,10003,2,0,20
830,3,43,122000,5,30001,2,3,35
4807,5,12,991000,4,20002,2,0,47
4255,7,5,870000,5,20001,0,2,45
1042,3,18,229000,1,10001,1,1,15
2298,4,25,468000,5,20001,1,0,19
4222,5,12,869000,1,20002,2,3,39
4803,10,29,995000,2,10003,0,1,34
2459,3,37,477000,2,10001,1,1,33
4028,6,49,766000,3,30002,0,1,46
1398,5,22,324000,1,20001,2,1,6
2995,5,4,677000,4,30001,0,2,40
869,2,47,99000,5,20002,0,2,14
2193,5,10,483000,5,40001,0,3,10
4459,6,22,895000,1,10001,2,3,34
2449,4,16,461000,4,20002,2,2,23
3081,4,40,580000,4,10002,2,2,32
4482,6,19,920000,1,40001,0,1,21
3483,6,29,683000,3,10001,0,1,46
2110,3,12,440000,1,10001,0,2,36
4903,6,18,1021000,4,30002,2,1,32
2875,4,30,609000,2,10005,2,2,6
1582,2,6,342000,1,10002,0,1,37
4606,7,44,956000,5,30002,1,3,50
2133,4,3,456000,3,10003,0,0,17
4517,7,7,975000,5,10005,1,2,6
1857,2,11,384000,1,40001,1,3,46
2854,4,15,567000,5,10003,2,0,8
4201,5,8,882000,4,10005,0,1,44
2909,4,49,564000,1,40001,2,0,22
3957,5,8,832000,3,30001,1,1,34
4596,5,21,940000,3,10003,2,1,43
4448,8,27,907000,5,20002,0,1,16
2120,4,12,495000,1,10004,2,2,29
4499,6,45,875000,2,30001,0,3,42
1532,3,0,327000,5,10005,2,2,30
4433,6,34,930000,5,10005,2,2,20
4349,6,41,905000,4,10005,1,2,29
4462,6,23,911000,1,10005,1,3,43
1404,4,26,280000,2,40001,2,2,38
2522,4,26,531000,5,20001,2,1,42
3204,5,36,663000,1,10005,1,0,45
4282,8,26,906000,3,10002,1,2,10
3612,8,33,769000,2,10004,1,1,45
2381,4,7,511000,3,20002,2,3,12
3078,5,33,558000,1,10002,1,3,11
3150,3,20,651000,1,40001,2,3,45
4423,7,34,870000,4,30002,2,1,45
1514,4,16,292000,2,10005,2,0,21
1724,1,22,315000,2,40001,1,3,20
3962,4,7,807000,3,10002,0,0,34
4953,9,15,1042000,3,10004,2,2,33
4878,6,30,1042000,2,30001,1,3,46
3369,6,43,697000,2,10005,0,1,50
3615,6,11,776000,4,20001,0,1,23
1688,4,29,359000,2,30002,2,3,31
4278,7,23,934000,1,10003,0,3,37
4389,7,30,879000,1,10002,1,1,45
2523,4,41,472000,4,20001,2,0,28
2058,3,11,435000,3,30001,2,2,13
1210,1,43,188000,3,10002,2,1,43
3030,4,21,604000,5,10002,0,3,42
3994,6,16,860000,4,30002,1,1,10
3005,4,3,630000,4,30002,0,1,29
2860,5,32,541000,1,30001,1,2,26
4698,7,24,1008000,1,20001,1,0,18
3413,4,14,740000,5,10003,2,0,20
2612,3,40,542000,5,30002,2,2,44
2602,5,18,592000,1,10005,2,0,47
4706,5,15,962000,1,20001,0,2,31
1477,3,29,272000,2,30001,0,3,18
3710,5,8,733000,5,20002,1,0,13
3051,5,21,604000,2,10003,1,2,5
3804,7,32,791000,2,10002,2,1,39
1594,3,34,259000,2,30001,2,1,29
1528,3,47,279000,1,30002,2,3,12
2493,3,7,529000,4,10005,0,0,40
990,2,43,134000,1,10001,0,3,30
2796,3,38,546000,1,20002,2,1,21
2907,4,37,582000,3,20002,2,2,34
4666,6,40,906000,2,40001,1,3,43
2289,4,45,418000,1,30002,2,0,6
2909,6,15,625000,2,40001,1,2,19
1437,2,37,227000,1,20001,2,1,5
4845,7,6,957000,2,10003,2,2,18
4958,9,14,1065000,4,10002,2,2,6
3619,5,46,683000,4,10003,1,2,31
4911,8,36,967000,1,10001,2,3,31
1641,3,24,295000,2,10003,1,1,22
4751,7,46,913000,3,10004,0,0,25
4858,6,8,1010000,3,10003,1,0,41
4047,7,27,879000,3,30001,1,2,27
2016,4,11,451000,3,10002,0,3,25
1698,2,43,302000,3,10004,2,0,19
3022,5,41,581000,5,40001,1,1,17
2057,4,46,388000,2,20002,0,0,8
2314,4,15,499000,4,10003,2,1,28
1216,1,19,253000,5,10004,0,2,8
3683,5,43,703000,2,10002,2,1,22
4626,5,27,884000,1,10003,2,1,27
1474,4,3,377000,3,20002,0,1,36
902,3,43,178000,1,10005,1,3,31
3157,5,17,655000,5,30002,0,3,35
4793,9,16,1011000,1,20002,0,1,48
4827,6,33,961000,5,10003,2,1,21
4508,8,9,951000,4,10002,2,1,28
2295,4,29,414000,4,10003,1,0,24
4192,6,31,844000,1,10005,0,0,28
4306,8,28,894000,2,10003,2,0,42
3585,7,12,740000,1,10005,0,1,24
3034,5,8,645000,4,30001,0,1,26
4459,6,5,969000,1,40001,0,3,37
4532,6,19,923000,4,10003,1,2,50
4325,5,22,910000,5,20001,2,2,16
4317,5,3,917000,3,10001,0,3,31
4989,6,10,1049000,4,30002,0,0,19
3329,7,32,663000,4,20002,0,1,45
2713,4,19,590000,4,20002,0,3,41
3257,5,23,675000,5,10005,0,1,24
1950,2,47,351000,5,20001,2,3,45
4658,8,1,1034000,4,10001,0,0,6
4937,6,10,1008000,3,20001,0,2,45
4936,9,39,1039000,3,10005,1,3,22
2310,5,19,472000,1,40001,2,3,5
4770,7,32,964000,1,10001,0,1,37
4715,7,1,1013000,1,20001,2,3,9
4052,6,38,801000,1,10005,1,2,7
4549,6,18,927000,1,10004,2,2,41
1543,4,12,313000,2,10005,2,1,19
3565,6,12,750000,3,40001,0,2,9
4738,6,4,968000,3,10001,2,0,11
3311,8,33,674000,1,30001,1,0,37
1873,3,37,359000,5,20001,2,3,42
4017,6,47,767000,5,40001,1,3,38
2992,3,27,597000,4,10005,1,1,20
815,2,8,212000,1,40001,1,2,45
4353,9,2,999000,5,20001,1,1,40
906,3,22,135000,4,10002,2,1,9
3768,7,40,769000,4,10004,1,0,42
3845,6,48,731000,5,10002,0,0,34
3657,6,10,747000,4,20001,0,0,6
2228,5,27,456000,1,40001,0,0,47
2808,6,49,574000,4,20001,1,2,11
3901,6,46,795000,5,10002,2,1,17
4436,7,14,896000,4,10003,0,2,7
4271,7,33,881000,5,30002,1,1,10
3831,5,20,778000,2,10001,1,2,47
3721,6,39,705000,1,20002,0,3,32
1678,3,8,370000,3,30001,2,0,22
3312,5,17,649000,1,10001,0,2,10
1110,3,14,230000,2,20002,0,3,38
1914,3,39,375000,5,10005,2,1,32
2121,4,41,405000,2,40001,0,3,35
4196,7,34,854000,1,10001,0,2,47
1766,4,43,341000,4,10002,1,2,13
3989,6,9,854000,1,10005,2,2,24
1494,4,48,289000,1,30002,2,1,39
3414,6,6,739000,5,10002,1,0,38
1070,1,22,213000,4,30002,1,0,33
2211,3,39,434000,1,20002,0,0,37
3827,5,32,790000,4,20001,2,1,34
3924,5,12,767000,5,10004,1,1,40
2553,4,0,535000,3,30001,2,0,23
2621,5,16,573000,3,30002,2,3,34
4085,6,21,859000,1,20001,2,2,26
1160,2,22,223000,2,10005,1,0,12
4235,7,43,867000,4,10002,0,3,44
1533,3,26,318000,3,40001,1,2,16
1651,3,2,354000,2,20001,0,1,49
1659,3,44,257000,4,10002,2,0,20
2150,3,20,482000,2,10001,2,0,26
4884,9,18,1033000,2,30002,0,3,21
3683,5,30,746000,1,40001,2,0,10
4347,7,49,814000,2,30001,2,2,28
4992,5,17,1039000,5,10005,2,1,48
1126,2,34,172000,2,10004,1,1,11
2920,3,37,549000,3,20001,2,3,12
1793,3,26,345000,2,10004,0,0,44
2566,5,34,545000,4,20002,0,3,39
1980,3,30,426000,2,30001,1,0,31
2764,3,32,543000,5,20002,0,1,36
3581,6,19,763000,2,40001,0,1,38
3705,6,24,772000,1,30001,1,0,25
898,2,19,159000,5,30001,0,2,13
3579,4,12,696000,4,10003,1,0,36
1043,3,22,240000,4,10005,0,1,44
4837,8,27,1016000,4,10004,0,3,38
2300,3,19,468000,2,10005,1,2,11
3509,4,20,742000,2,20001,2,2,40
3853,6,37,748000,4,10003,2,2,15
4026,7,2,851000,5,10005,1,2,17
1847,4,21,380000,2,30001,0,3,29
2115,3,42,406000,1,30001,0,3,12
2186,4,33,440000,2,10001,2,0,37
4720,8,9,1032000,2,40001,0,1,9
2537,4,49,504000,3,10002,2,3,34
1221,3,16,235000,1,40001,0,3,24
4601,6,18,1020000,1,20001,1,1,33
2211,4,4,459000,5,20001,1,2,31
4049,6,4,873000,2,10005,2,2,7
3252,4,33,640000,3,40001,0,1,16
2883,2,46,523000,4,30001,2,1,42
4478,6,32,958000,3,10004,0,1,26
2150,4,14,485000,4,40001,2,3,9
3167,6,46,630000,4,10001,2,2,11
4140,5,1,881000,4,40001,2,1,49
3372,4,35,607000,5,10005,2,3,29
4920,6,21,996000,1,20002,2,0,26
4644,5,5,965000,1,20001,0,1,44
1439,4,26,277000,5,30001,2,0,50
2374,4,41,459000,4,10003,1,1,11
4028,8,37,823000,1,20002,2,2,33
985,1,28,172000,1,10001,0,3,42
2118,4,15,443000,1,10003,0,0,45
1327,1,34,241000,3,10001,0,1,25
4059,7,40,829000,5,30002,1,2,31
4283,5,41,889000,2,10001,2,1,28
3819,5,5,804000,5,10003,1,2,17
3033,5,33,637000,4,10002,1,2,49
2367,5,42,430000,3,10003,1,2,39
1374,3,40,227000,1,30001,2,1,13
2834,5,33,534000,5,10001,2,3,6
2124,4,24,476000,2,10004,2,3,10
2012,4,27,403000,5,10002,1,0,43
2234,4,37,389000,3,40001,2,3,6
1337,3,45,204000,2,10004,0,2,11
2374,4,41,463000,3,10002,0,1,42
992,2,12,188000,1,10004,0,3,43
1986,3,12,392000,2,10002,0,0,17
4948,6,38,960000,2,10002,1,0,29
1274,3,34,264000,4,40001,0,2,36
2613,5,2,605000,2,10002,2,3,20
3237,5,35,672000,5,20001,0,2,13
4179,5,28,880000,2,30001,0,1,28
2154,5,21,456000,1,10002,0,0,14
4200,6,6,883000,5,10002,0,3,45
4554,7,4,924000,4,30001,2,3,19
4329,7,42,852000,5,30001,1,3,18
958,4,37,174000,5,30001,2,1,36
2637,4,9,567000,3,10002,1,2,17
1825,3,0,387000,2,10004,1,0,17
1458,5,7,329000,4,20002,2,1,30
1477,2,21,254000,3,40001,1,0,23
4846,8,21,1055000,2,20001,2,3,47
4621,7,14,973000,2,20001,0,2,45
3175,6,38,627000,1,20002,2,3,25
1075,1,29,147000,4,10004,1,0,42
2388,3,17,520000,2,10004,1,2,11
1045,1,5,161000,3,40001,1,1,41
1688,2,11,347000,1,10001,0,2,35
3011,6,38,589000,2,10005,2,1,5
4825,7,45,966000,1,30001,1,1,49
800,1,1,166000,3,30001,0,3,18
3710,4,5,786000,3,40001,0,3,44
2984,5,21,615000,2,10005,2,2,24
4051,6,43,814000,4,20002,2,3,15
3851,4,3,796000,3,10002,2,1,11
2310,3,14,464000,4,10004,1,0,47
4571,9,36,971000,5,10003,2,2,10
1928,4,49,359000,4,20001,1,3,24
1497,2,32,294000,4,30001,0,1,24
1888,4,29,354000,2,30001,0,2,34
3219,5,40,631000,1,10005,0,0,32
3428,5,17,692000,3,10001,0,3,14
4589,6,39,916000,2,10003,2,3,23
1485,2,13,274000,3,10001,0,0,30
3556,6,42,690000,3,30002,1,1,19
2642,4,42,524000,4,30001,2,2,42
2532,4,19,493000,3,20001,2,2,31
2772,5,35,557000,1,10005,1,0,45
1510,3,47,292000,3,20002,2,1,14
1124,1,48,140000,5,10005,0,0,21
3767,5,20,795000,1,30001,0,3,27
4599,7,36,916000,1,20002,1,0,44
3394,6,27,692000,5,10005,1,3,18
1892,2,16,399000,4,10002,0,0,50
3755,5,34,722000,3,20002,2,2,13
1011,2,17,262000,2,40001,1,1,20
2381,5,25,486000,2,10001,0,0,22
4631,6,39,982000,5,10001,2,3,34
2243,3,29,477000,1,30002,0,3,21
4943,8,2,1073000,5,30001,0,2,18
1378,1,31,204000,1,30001,0,1,17
3797,5,44,760000,1,40001,2,0,25
2554,3,14,493000,1,10001,1,3,28
3779,6,4,810000,3,20002,1,1,46
4405,6,25,903000,2,30002,0,1,46
1221,3,31,225000,3,10005,1,3,50
1410,2,48,226000,2,20002,1,0,22
1245,4,48,202000,3,10001,0,0,33
1760,3,39,305000,1,20002,1,1,9
930,3,45,135000,5,10002,1,1,50
3447,5,23,731000,3,20002,1,3,11
4879,7,44,946000,1,20001,2,2,20
3234,5,20,650000,3,10002,2,3,14
4529,9,42,982000,1,30002,1,1,47
1824,3,8,377000,1,10005,1,3,41
2452,3,25,500000,1,10005,2,3,46
1337,4,22,254000,3,10002,0,3,34
3883,4,25,747000,4,30002,1,2,33
1307,5,28,279000,3,20001,2,0,50
4724,7,43,941000,4,20001,1,3,21
1480,2,11,326000,5,10004,0,1,50
3412,4,20,677000,5,20001,0,3,46
1559,3,3,337000,3,40001,2,2,15
3947,4,36,812000,1,20002,2,3,36
2993,6,5,670000,1,20002,1,0,7
3346,6,18,701000,1,10001,2,0,40
2022,4,47,381000,5,20002,0,0,31
4374,6,36,902000,4,10004,0,3,47
3823,9,4,844000,1,10005,1,3,45
4080,5,28,782000,1,10004,2,3,8
1871,3,18,335000,5,10004,1,3,5
1340,1,7,268000,1,40001,1,0,20
1310,3,6,277000,4,10002,2,2,21
1144,2,12,255000,3,20001,0,3,18
4169,6,27,886000,5,30001,0,3,40
4622,8,29,976000,5,10002,0,2,17
3179,6,41,651000,2,20001,2,3,35
3280,5,33,695000,5,40001,1,0,15
1198,2,18,185000,5,10001,2,2,21
4206,6,14,843000,2,10001,2,2,22
4080,7,4,852000,5,10002,2,3,12
4566,6,4,934000,3,10001,0,1,49
2094,5,12,447000,2,20001,2,3,23
4051,6,39,817000,3,30002,1,1,11
4309,5,37,862000,3,30002,0,1,19
2835,4,37,564000,5,10001,1,3,6
4649,5,11,970000,5,30002,1,2,34
2577,4,41,490000,5,10001,2,1,50
1179,2,49,168000,4,10001,1,3,11
4563,5,0,927000,2,20001,1,1,48
2461,5,32,492000,2,10005,1,3,10
3858,8,20,835000,5,10001,2,3,48
2106,3,3,474000,3,10004,1,1,37
3265,5,0,682000,3,40001,0,3,5
815,2,34,189000,3,30001,0,3,42
3380,5,41,686000,2,10003,0,1,6
3392,5,23,710000,5,20002,2,2,37
868,4,20,189000,5,30002,2,3,13
1210,3,36,150000,4,20002,1,1,40
3923,6,17,828000,2,10003,2,3,33
3659,6,43,721000,5,30001,0,1,23
