hours_of_sleep_last_night,steps_walked_today,typing_speed_wpm,eye_openness_percent,meetings_attended,snooze_count,last_meal_type,current_weather,outfit_choice,browser_tabs_open,Coffee_Needed_Level
6.5,2973,36,40,3,3,3,0,3,0,1
7.6,7048,113,70,2,1,2,3,2,2,1
4.3,13645,76,75,7,3,1,2,1,1,1
8.5,10720,13,57,9,3,2,1,3,1,1
6.0,17802,66,2,7,2,1,3,2,0,0
7.7,374,14,89,2,5,0,2,3,1,0
6.6,4947,99,47,7,0,1,2,2,1,1
6.2,13241,72,70,9,5,3,3,3,1,0
6.5,15777,52,73,5,0,0,1,3,2,1
7.3,10914,76,18,6,1,1,1,0,1,0
9.9,7955,50,58,5,1,1,0,3,1,1
2.0,15450,113,12,9,1,0,0,1,1,0
7.1,5293,92,38,0,3,2,3,2,2,1
6.1,17799,16,4,1,5,2,2,3,1,0
5.6,9339,49,59,8,2,0,0,1,0,1
1.3,16460,15,71,1,1,3,0,3,0,0
7.2,7829,13,4,2,5,0,2,3,0,0
5.8,10583,43,20,1,3,1,3,2,1,0
4.3,17759,60,70,8,2,1,2,1,0,1
6.1,11047,110,26,6,1,2,0,1,2,0
5.4,13830,96,82,8,4,1,1,0,2,0
2.5,11571,44,93,4,5,0,3,3,0,0
6.2,13197,24,16,2,4,1,1,2,1,0
7.2,52,39,61,2,4,1,2,2,1,0
4.9,10001,103,41,0,0,3,2,2,1,1
6.5,18702,47,76,7,0,3,2,0,1,1
6.2,11698,94,76,5,5,3,3,2,0,0
8.1,19392,89,8,8,5,2,3,1,2,0
5.8,8444,71,63,9,5,3,0,1,0,0
7.6,17358,78,83,8,2,2,0,0,0,2
5.4,5690,58,22,2,1,1,3,0,0,0
9.9,2453,75,63,7,5,2,2,0,0,0
5.1,4297,92,64,4,3,0,2,3,2,1
4.6,11735,16,79,6,2,1,2,3,2,1
5.8,9660,107,100,5,1,2,2,2,1,1
4.5,13902,76,91,6,0,3,2,1,2,1
3.5,6972,91,9,7,5,3,2,3,1,0
7.5,7369,20,40,4,3,0,1,2,0,1
0.0,3116,64,80,5,0,3,3,2,0,0
4.6,12697,102,94,7,0,2,1,0,2,1
3.3,11472,81,91,1,1,3,1,0,0,0
6.3,15535,92,10,7,3,1,0,3,1,0
1.6,13495,48,66,7,5,3,0,3,0,0
7.1,973,103,23,8,0,3,3,1,1,0
7.3,12111,92,46,9,2,0,2,0,1,2
2.7,19338,70,52,1,3,3,2,0,2,0
6.4,2273,53,30,3,4,0,1,3,0,0
7.0,4511,54,86,0,3,2,3,1,0,1
7.9,9558,112,90,3,3,0,3,0,0,1
3.1,2171,77,84,7,0,1,2,0,1,0
2.8,11664,48,95,1,1,3,1,2,1,0
9.0,2159,80,80,5,1,1,1,3,0,1
4.4,14325,32,13,0,0,2,3,0,2,0
4.9,8459,101,17,7,5,0,0,0,1,0
7.3,18973,92,90,4,2,1,2,3,0,2
3.7,14047,94,33,2,0,1,1,0,2,0
5.5,7009,78,16,5,5,0,0,2,0,0
7.8,7635,44,8,1,1,2,0,3,2,0
3.2,17320,10,17,5,0,3,3,1,0,0
5.0,5410,87,98,0,2,2,1,2,1,1
3.7,11677,96,70,0,4,3,3,0,1,0
4.5,4507,50,93,6,3,2,2,3,1,1
8.4,5886,23,19,7,3,1,1,0,1,0
8.8,15235,100,60,2,5,2,1,3,1,0
6.5,3628,46,35,1,1,2,0,3,2,1
7.1,5225,98,71,7,1,1,3,2,1,1
7.0,3376,109,79,2,1,3,0,2,0,1
4.7,4789,109,12,7,2,0,2,2,2,0
6.5,2657,30,22,7,4,1,3,2,2,0
3.4,1187,17,73,9,2,2,0,0,1,0
4.1,1042,87,94,4,4,3,1,2,1,0
5.8,18325,65,88,0,0,3,0,3,0,1
3.9,2221,71,93,3,0,1,1,1,2,0
3.5,11774,45,96,8,2,1,0,2,2,0
4.6,31,93,39,4,4,1,1,2,0,0
8.3,8668,45,28,7,5,2,1,1,0,0
9.1,7062,102,57,5,4,3,2,3,0,0
5.9,8768,62,59,2,5,2,3,0,0,0
7.2,8994,52,44,2,0,0,3,0,0,1
4.9,18170,10,98,1,0,2,2,2,2,1
1.9,15391,109,84,1,2,3,1,2,1,0
4.2,6947,71,99,5,4,3,0,2,1,0
5.4,5752,98,5,9,0,3,0,2,2,0
6.3,12211,51,76,9,4,3,2,3,0,0
5.8,13724,85,1,3,3,1,2,0,2,0
5.4,527,53,43,3,1,1,1,0,0,1
4.9,13331,67,7,5,4,0,0,2,0,0
6.7,10745,96,64,8,0,2,0,1,2,1
3.3,8552,113,23,7,5,2,2,1,2,0
7.6,4198,94,1,3,1,0,0,1,2,0
4.8,3367,95,9,2,0,1,2,2,0,0
10.0,2527,74,49,5,0,3,0,3,2,1
5.4,8650,23,98,6,5,1,2,2,2,0
5.0,339,35,94,0,3,0,1,3,1,1
4.9,2657,104,5,9,0,1,1,1,0,0
5.1,17171,113,11,6,2,3,3,0,1,0
7.2,14470,37,20,3,3,2,3,2,1,0
5.9,19610,93,50,1,5,3,3,0,0,0
8.0,9308,114,63,5,5,2,0,2,0,0
6.9,12519,87,84,4,2,3,2,2,2,1
6.1,453,101,20,0,0,1,1,2,2,0
6.7,13680,64,28,2,1,3,2,2,2,0
8.4,15636,70,85,9,2,3,0,2,1,1
7.3,1337,111,85,3,5,3,1,0,1,0
6.6,8224,55,73,7,3,2,0,3,1,1
6.8,15005,112,39,4,0,3,0,0,2,1
3.7,9296,112,99,2,0,2,1,1,0,0
10.0,5863,118,62,8,3,0,1,2,1,1
7.1,11131,24,99,1,1,1,1,0,0,1
7.3,7140,103,37,2,4,0,3,3,0,0
5.9,14714,76,9,3,2,1,3,2,0,0
1.4,4215,100,81,1,2,1,3,2,2,0
5.5,658,53,46,5,2,3,0,0,2,1
6.2,16229,106,0,3,0,1,3,2,2,0
4.4,14925,87,41,4,2,0,2,2,0,1
4.3,6838,28,56,4,5,3,3,2,1,0
5.3,11905,105,17,0,3,2,3,2,1,0
7.5,10694,56,30,1,5,0,2,2,1,0
8.5,9418,45,54,7,0,3,0,0,0,1
6.3,17472,109,91,0,5,0,1,3,1,0
4.9,8411,27,62,8,2,3,1,0,2,1
5.3,12542,76,92,0,4,0,3,0,2,0
6.2,2510,103,47,5,1,0,0,2,2,1
6.4,2824,112,100,9,0,0,0,3,0,1
6.9,4685,41,74,7,4,3,1,1,0,0
5.1,19545,18,54,4,2,2,0,0,0,1
7.1,6036,103,10,2,5,2,2,2,1,0
6.9,18022,110,40,6,2,0,2,3,0,1
5.2,1298,22,39,2,5,1,2,0,0,0
2.6,9378,36,15,1,1,1,2,3,0,0
4.2,3100,94,67,5,0,0,1,3,0,1
9.1,9249,47,9,6,0,1,2,3,2,0
2.6,7068,96,97,9,2,1,1,3,0,0
8.6,10565,92,1,3,0,2,1,0,2,0
2.5,8520,75,3,7,3,3,0,3,0,0
4.5,18617,29,17,8,1,2,2,2,1,0
5.3,19447,61,18,4,2,2,1,2,0,0
9.6,1008,47,12,9,2,1,2,1,1,0
6.1,2759,43,85,8,0,3,3,1,1,1
5.6,773,45,42,2,5,3,0,0,0,0
4.1,11113,24,25,5,2,2,3,1,0,0
7.0,16295,111,2,2,3,1,3,0,2,0
5.0,16692,100,80,7,4,3,3,1,1,0
5.5,18288,39,82,5,5,3,1,2,0,0
5.3,10865,102,5,5,2,3,3,0,0,0
7.4,768,65,96,6,1,3,2,2,1,1
7.5,2821,113,40,1,4,2,3,2,1,0
4.2,11253,26,66,2,1,0,1,1,0,1
4.7,7221,18,14,4,2,3,1,3,1,0
4.5,11938,107,16,0,1,0,2,2,1,0
6.4,4055,77,27,5,3,1,2,0,2,0
7.8,14608,31,96,4,5,3,1,0,2,0
6.4,1811,16,34,2,0,1,0,3,2,1
1.6,13433,66,3,5,4,3,2,0,0,0
7.5,12730,54,41,0,0,0,0,1,2,1
3.3,17037,10,23,7,2,0,2,3,2,0
4.6,6685,30,87,6,4,0,2,0,1,0
6.4,5716,77,62,2,2,2,1,1,2,1
5.8,913,84,48,1,4,1,0,3,0,0
7.7,2124,92,29,8,5,1,1,3,2,0
4.8,19205,38,73,3,1,3,3,3,2,1
4.1,12436,109,7,2,3,3,0,3,2,0
5.4,9665,20,94,1,5,1,0,3,2,0
8.0,11540,60,27,2,0,3,2,0,2,0
7.3,2752,92,18,9,2,1,1,3,2,0
6.2,5198,112,39,2,3,2,1,2,1,1
8.7,12630,73,45,2,0,0,1,1,0,2
8.3,2602,42,63,8,1,3,0,0,2,1
7.6,7870,58,46,3,5,3,2,1,1,0
3.6,185,32,1,9,2,2,1,3,2,0
7.6,17649,27,61,4,0,2,3,3,1,1
5.6,13288,80,99,2,1,3,3,2,1,1
5.2,6143,15,80,3,2,2,1,3,2,1
4.6,6395,35,23,7,3,1,2,1,0,0
5.7,1990,45,9,1,1,3,2,0,0,0
4.7,7552,112,47,3,1,0,1,0,1,1
6.3,10956,36,56,1,1,3,0,0,0,1
5.7,14604,58,63,5,2,1,0,2,0,1
6.4,7030,79,34,8,1,1,2,2,0,1
7.1,11709,56,48,7,2,0,2,3,0,1
5.4,305,87,48,7,5,0,3,2,0,0
4.5,229,50,3,5,2,2,3,2,2,0
2.0,10809,10,30,3,1,1,3,3,1,0
7.5,3802,31,27,7,5,2,2,3,2,0
6.2,6997,29,42,6,2,2,2,1,0,1
5.6,11324,65,22,2,2,0,0,3,0,0
8.3,13151,12,60,8,4,0,2,3,1,0
3.4,5564,39,84,9,3,3,0,3,0,0
6.1,7716,82,76,4,3,0,1,2,2,1
4.1,10181,82,86,2,3,2,1,3,2,1
7.3,6744,26,27,3,0,0,1,2,0,0
1.5,4153,94,67,7,0,2,0,2,2,0
7.6,14057,41,83,5,3,3,3,0,2,1
7.5,14166,93,83,0,3,3,0,1,1,2
4.2,4434,114,96,8,3,3,3,3,0,1
6.1,11008,118,51,4,0,1,1,3,1,1
4.2,4383,87,30,0,4,2,1,0,0,0
6.9,2348,58,6,4,3,0,0,2,0,0
7.6,9777,23,81,6,1,3,3,0,1,1
4.0,18060,41,98,4,5,2,2,0,1,0
3.4,2455,102,20,0,3,3,3,0,0,0
8.2,11379,39,80,1,0,2,0,3,0,1
9.9,19997,97,26,9,3,0,0,0,0,0
7.0,4669,68,11,8,0,2,1,1,1,0
7.1,11239,38,89,7,1,0,2,3,2,1
5.3,17357,97,0,5,1,2,0,2,2,0
6.4,13299,105,45,1,5,1,2,0,0,0
6.7,3023,69,71,0,5,1,0,0,1,0
5.6,16781,104,83,0,1,3,2,1,2,1
8.7,16886,99,10,4,5,2,1,3,2,0
6.4,2848,68,97,5,5,1,0,1,1,0
6.6,18106,34,20,7,5,3,1,1,1,0
5.7,4571,15,100,8,4,1,0,0,2,0
5.9,5211,32,60,2,1,1,3,2,2,1
8.4,17990,11,66,6,2,0,0,3,1,1
6.3,5434,76,87,7,3,3,1,1,2,1
6.3,17442,66,9,5,1,3,0,2,1,0
6.4,13705,29,28,0,5,3,3,0,0,0
5.3,18321,44,35,2,5,0,1,1,1,0
3.2,7173,115,67,9,1,2,0,1,0,0
9.1,121,80,21,5,2,1,0,2,2,0
8.1,8829,66,89,9,4,2,1,3,0,0
8.5,12644,102,76,1,1,0,1,1,2,2
3.9,15417,66,35,0,5,1,2,3,2,0
8.9,6711,50,73,5,1,0,1,3,0,1
9.9,694,54,81,2,3,3,2,1,1,1
8.1,13232,55,89,5,0,0,3,2,2,1
9.3,12197,59,21,3,1,3,3,0,2,0
7.6,18733,110,25,7,4,2,3,2,1,0
4.3,5716,52,73,5,3,3,2,0,1,1
7.0,4300,77,87,8,5,2,1,2,1,0
4.0,865,103,16,7,1,3,0,0,0,0
4.8,7541,71,26,9,5,1,2,0,0,0
6.6,12769,112,64,4,2,0,3,2,2,1
6.4,12832,13,39,6,2,1,3,3,0,1
6.9,2525,57,70,0,1,0,1,2,1,1
2.4,16974,32,2,1,2,2,2,2,2,0
5.7,10630,106,44,8,1,0,0,2,2,1
7.1,18107,89,41,0,3,3,2,0,1,2
7.5,3945,17,83,4,2,3,2,1,0,1
7.6,11449,98,36,7,5,0,0,1,0,0
6.5,19892,112,61,9,0,2,0,2,0,1
5.2,15468,22,95,3,2,1,2,3,0,1
7.0,8311,52,84,5,4,0,2,3,1,0
5.4,12902,87,21,7,5,2,1,1,1,0
7.8,17043,48,87,7,3,0,1,3,0,1
6.9,18168,87,57,2,5,2,2,2,0,0
5.9,5740,24,89,3,0,1,0,2,2,1
4.5,1141,48,35,9,4,2,3,0,0,0
8.2,8336,12,59,4,2,0,0,1,1,1
7.1,18719,53,78,2,4,1,0,1,2,0
10.0,17657,70,26,5,3,2,0,2,1,0
7.1,18231,84,52,4,5,2,1,3,2,0
7.2,1776,70,24,1,1,3,0,0,2,0
3.1,9540,99,55,2,2,1,3,2,2,0
6.6,3014,102,53,4,2,0,1,3,2,1
5.4,4495,79,20,2,1,3,0,3,0,0
7.7,4664,119,15,8,1,1,0,2,2,0
6.7,18707,10,9,2,3,2,3,2,1,0
8.0,2552,105,62,5,2,2,1,2,1,1
10.0,12039,64,44,5,5,2,3,2,2,0
4.4,19792,69,44,2,1,3,3,3,1,1
7.9,15095,94,93,2,5,0,1,1,1,0
7.4,2864,117,36,9,4,3,0,0,1,0
10.0,15346,114,17,4,3,0,3,0,0,0
7.4,18544,35,35,2,5,1,1,2,0,0
7.2,9658,110,58,7,0,1,2,1,1,1
7.7,19581,43,93,9,4,2,0,3,0,0
7.8,14540,69,93,6,3,0,0,0,1,1
8.9,12003,81,71,4,3,1,0,2,2,2
4.4,3095,118,54,0,2,1,1,3,1,1
5.2,4251,60,78,3,5,0,0,0,2,0
9.5,15734,66,48,2,1,1,3,0,0,1
2.1,10262,81,73,1,0,2,3,0,2,0
5.8,18400,105,37,3,4,1,2,3,2,0
6.3,9164,35,70,4,0,0,1,1,0,1
5.6,653,42,69,0,3,0,1,2,2,1
9.2,470,43,76,5,5,2,0,1,1,0
7.0,7303,52,75,1,2,3,3,0,2,1
5.2,636,105,2,4,2,0,1,1,1,0
4.7,14260,47,10,6,2,1,1,2,0,0
6.6,19002,76,23,3,5,2,0,1,1,0
8.3,4096,102,34,3,1,2,0,3,2,1
6.3,15766,25,14,5,4,0,3,3,0,0
5.7,8781,83,95,3,0,3,0,2,0,1
4.6,19,46,32,3,5,1,2,3,0,0
6.7,5648,55,64,2,1,0,2,2,1,1
6.6,7974,36,19,7,3,0,0,2,1,0
4.6,19278,40,4,7,3,1,0,0,1,0
8.1,13084,26,85,3,2,3,1,1,1,1
9.4,5554,34,7,3,1,3,0,2,1,0
6.1,18501,31,3,9,0,1,1,0,0,0
6.6,16359,72,49,7,5,2,0,2,0,0
3.8,4967,56,87,9,4,2,1,0,1,0
7.5,244,63,32,5,5,3,3,0,1,0
6.9,11409,86,8,6,5,0,2,0,2,0
5.3,15806,119,66,0,4,1,1,3,0,0
4.5,13627,104,23,8,1,0,2,1,0,0
9.7,19155,105,35,9,2,3,1,3,0,2
6.8,1784,112,53,1,4,0,3,2,1,0
4.2,4331,16,5,9,1,1,1,1,0,0
7.7,4548,18,10,6,0,2,1,1,1,0
6.5,1009,111,98,0,4,1,1,1,2,0
6.1,1507,29,83,1,2,1,2,2,2,1
8.0,9219,41,58,7,0,2,3,0,2,1
0.8,3876,119,82,9,5,2,2,3,0,0
2.4,1502,113,98,0,2,3,2,3,1,0
8.8,14933,106,31,0,2,1,1,0,0,2
5.7,16001,88,77,0,5,0,1,2,0,0
5.1,1554,55,34,0,2,3,3,0,1,1
3.3,1656,39,41,6,4,2,2,0,2,0
6.4,17577,89,11,3,3,2,3,0,1,0
6.6,10665,111,75,7,4,2,1,2,0,0
8.9,18368,45,74,4,2,2,1,0,0,1
6.7,4998,68,49,2,3,3,3,1,0,1
5.4,8907,63,24,4,2,0,3,0,2,0
6.8,13811,25,21,6,3,1,0,1,0,0
8.2,8999,13,12,5,3,0,2,0,1,0
7.8,9736,51,68,9,1,1,3,1,1,1
7.2,9474,58,57,7,2,2,3,0,0,1
6.5,11058,71,78,4,3,0,3,3,1,1
4.8,16156,65,35,2,4,1,2,0,2,0
3.9,12813,52,5,6,3,3,0,2,2,0
3.6,14535,35,7,1,3,0,0,1,0,0
6.8,14303,61,53,4,1,3,1,0,2,1
7.0,10047,80,85,2,1,3,2,1,0,2
8.2,17047,52,100,1,3,1,2,0,1,1
7.1,4001,75,51,1,4,2,0,1,0,0
8.1,13879,92,1,0,5,3,2,0,2,0
5.7,18684,79,94,0,3,0,1,2,2,1
7.5,8327,84,47,3,4,1,3,3,0,0
4.0,4494,15,6,3,1,0,3,2,2,0
5.9,14962,19,71,7,4,1,1,3,1,0
2.3,5492,47,39,3,1,1,2,0,0,0
6.1,462,10,31,9,0,1,0,1,1,1
8.4,10392,53,4,2,4,3,3,0,2,0
6.1,18543,106,73,0,0,3,3,3,1,1
7.4,15102,95,51,7,5,0,0,1,0,0
6.5,8360,73,97,2,5,3,1,2,0,0
4.9,4004,33,100,4,4,1,3,3,0,0
5.6,6185,71,28,9,3,1,1,1,1,0
8.4,16825,38,33,3,4,2,3,3,2,0
7.4,8773,88,78,6,1,2,2,0,0,1
4.8,13457,54,35,0,1,1,0,1,2,1
3.2,3654,54,26,4,2,3,3,3,0,0
6.4,4567,58,73,3,4,2,2,3,2,0
4.8,867,68,100,5,5,2,2,3,2,0
5.6,17575,48,78,6,2,3,0,2,2,1
3.1,5375,76,55,7,4,2,3,0,2,0
8.1,10897,36,35,4,2,0,2,3,0,1
5.8,3108,17,31,0,1,0,0,2,1,1
6.1,12499,103,86,4,1,3,2,0,0,1
4.3,12269,102,9,3,2,0,0,2,0,0
5.4,6178,47,44,0,5,1,2,1,1,0
6.2,4351,41,0,5,4,0,0,3,0,0
4.8,10208,12,85,6,1,1,2,0,1,1
5.6,6440,93,99,1,2,0,2,3,0,1
8.8,19943,62,65,2,2,0,2,0,1,1
2.5,6342,58,5,1,2,2,1,1,2,0
6.4,5654,82,53,4,0,3,2,3,2,1
4.4,14737,115,94,6,0,3,0,1,1,1
8.7,10227,32,78,2,5,1,1,3,2,0
5.6,4179,16,38,4,0,2,0,3,1,1
3.9,753,115,55,4,3,0,3,1,2,0
5.6,12563,98,17,1,0,0,3,1,1,0
6.7,19743,97,92,7,1,3,1,1,1,1
10.0,5051,98,31,3,2,1,1,1,1,1
1.8,6066,41,52,6,2,2,1,1,0,0
3.6,10216,101,51,7,2,1,1,1,1,0
8.6,3139,85,61,2,2,0,1,2,1,1
3.0,8160,53,42,2,1,2,2,3,2,0
6.0,10815,114,79,7,3,2,2,0,1,1
5.0,17174,16,54,3,1,0,2,0,0,1
4.7,3810,69,81,9,3,1,0,1,0,1
5.7,13298,30,58,9,3,1,0,1,0,1
5.3,9594,13,22,1,3,2,1,1,1,0
8.1,13188,12,11,7,1,3,1,3,1,0
8.7,9029,103,82,6,0,2,0,3,0,1
6.9,18591,35,76,6,5,3,0,3,0,0
5.5,10170,18,60,5,5,2,2,0,0,0
6.5,19497,50,51,9,3,3,1,0,1,1
7.6,16985,78,57,8,1,3,3,0,0,2
8.0,12680,79,54,6,5,0,0,0,0,0
6.7,1600,96,74,3,3,3,0,0,0,1
9.1,10772,53,90,2,0,1,3,1,1,1
4.8,18903,19,3,5,2,2,3,0,1,0
8.3,11876,68,19,7,0,3,2,3,2,0
7.4,9177,71,87,7,5,2,1,1,0,0
4.8,7287,10,85,9,5,0,1,0,2,0
6.5,15577,10,99,0,1,2,2,3,0,1
6.6,16183,37,52,9,5,0,1,0,1,0
5.7,17228,12,63,7,0,1,3,2,2,1
5.7,7263,116,43,6,0,0,3,2,2,1
3.0,16755,53,2,6,2,1,3,2,1,0
4.6,12259,10,74,4,5,1,3,3,2,0
5.5,13776,28,98,7,3,1,3,1,0,1
4.9,4801,33,32,2,3,3,1,0,0,1
4.3,10143,25,16,2,4,2,2,2,0,0
8.1,9087,21,86,7,4,1,3,2,0,0
5.8,9413,97,16,3,2,3,1,0,2,0
10.0,1400,90,55,8,3,2,0,2,2,1
6.4,9113,44,76,6,2,0,0,0,1,1
8.1,19433,91,31,1,4,3,0,0,2,0
5.6,18769,85,73,7,3,2,3,2,1,1
4.7,11908,87,1,7,5,1,1,0,0,0
6.5,11700,68,42,4,5,2,3,2,2,0
8.6,10451,11,4,6,4,1,0,1,0,0
5.8,2026,51,25,9,5,0,1,1,0,0
6.9,4351,100,50,4,0,0,2,2,0,1
6.5,5985,109,70,0,1,1,1,0,0,1
5.8,19297,17,97,4,2,0,0,1,2,1
5.9,11193,75,6,5,2,3,3,3,0,0
4.0,2950,57,75,7,5,1,2,1,1,0
6.0,2273,37,51,8,3,3,0,2,2,1
7.3,3871,73,44,7,1,3,3,1,2,1
6.6,3996,79,91,0,3,2,3,1,1,1
6.4,11537,115,100,6,5,1,3,2,0,0
7.5,4773,63,68,2,0,2,3,3,0,1
6.4,11608,103,18,7,4,3,3,3,2,0
6.0,5354,97,42,2,1,0,1,0,1,1
7.5,6299,82,75,3,3,1,1,0,2,1
6.3,17798,80,30,2,3,3,3,3,2,1
5.5,4813,112,23,4,1,1,1,2,0,0
6.9,16763,114,86,2,2,1,2,2,1,1
5.9,1715,18,50,3,5,0,3,2,2,0
5.4,1665,13,62,9,2,0,1,0,0,1
6.3,16382,67,23,5,5,0,2,2,1,0
6.3,10733,82,34,3,2,1,2,2,1,1
3.8,14460,13,51,2,2,1,1,1,2,0
6.7,1098,10,37,2,3,2,1,3,0,1
9.7,10323,19,76,8,0,3,1,0,0,1
4.0,13084,66,94,5,0,2,0,2,1,1
5.0,7135,76,31,4,0,0,1,1,1,1
10.0,12129,82,2,9,0,2,2,0,1,0
4.4,18421,118,36,0,0,3,1,0,2,1
8.6,3814,112,81,7,3,1,1,0,0,1
5.5,462,56,92,6,2,2,2,1,2,1
6.1,8363,119,13,8,4,1,0,3,2,0
5.7,5772,101,24,4,0,2,3,0,0,0
6.9,14916,93,95,8,2,1,1,0,0,1
2.8,12403,104,91,2,1,2,3,0,0,0
6.4,8024,85,19,8,4,1,2,2,0,0
5.2,5672,109,16,1,0,2,2,0,0,0
2.3,18998,49,43,6,0,1,0,0,2,0
8.2,6457,116,38,2,2,0,1,1,2,1
1.8,5603,56,69,4,4,2,3,2,1,0
10.0,4253,88,11,7,2,2,1,3,2,0
7.2,16171,98,1,9,3,2,3,1,1,0
3.3,14638,42,25,0,2,3,3,1,2,0
8.7,12982,13,83,2,1,0,1,1,0,1
4.5,1025,15,38,3,4,3,1,1,0,0
4.6,4679,80,39,5,1,1,0,0,1,1
2.4,9946,101,41,8,2,2,1,3,1,0
4.3,3909,30,28,2,0,3,0,3,2,0
4.5,7020,36,30,7,5,3,2,3,2,0
7.6,4934,47,41,9,4,2,2,0,1,0
8.3,18820,82,25,6,1,2,0,3,1,0
3.5,16679,47,58,2,5,2,3,2,2,0
6.5,5225,67,21,4,1,1,1,1,2,0
2.3,277,38,20,6,4,0,2,0,1,0
6.5,11289,33,52,6,0,0,3,0,0,1
10.0,2533,106,54,3,3,0,2,2,1,1
2.4,5731,25,28,0,3,1,1,2,1,0
4.0,5527,99,99,8,2,3,2,0,1,1
7.5,18740,48,83,2,0,0,3,1,0,1
7.7,4618,56,91,3,2,1,0,1,0,1
4.1,12477,60,80,2,0,0,2,3,1,1
8.9,7967,75,15,5,0,1,3,2,1,0
4.4,19920,45,80,1,4,0,0,3,1,0
9.3,854,65,66,5,4,0,3,1,1,0
6.9,4435,36,23,7,5,3,1,2,1,0
8.5,9458,20,6,6,0,1,2,2,1,0
6.7,17489,107,79,9,0,0,1,0,1,1
7.3,8754,59,85,2,0,3,1,0,0,1
7.4,1200,41,52,5,2,2,2,0,2,1
8.3,16954,57,0,1,0,3,0,0,1,0
5.9,17164,37,69,4,5,1,2,2,1,0
4.2,8058,23,49,9,2,3,1,1,2,1
5.8,6372,14,10,9,5,3,2,1,0,0
4.7,826,13,53,1,1,1,0,3,0,1
4.8,9290,94,79,0,2,2,0,1,2,1
9.3,12969,33,82,2,1,2,1,1,0,1
7.2,5705,115,58,8,5,0,2,3,2,0
7.2,2037,71,2,5,1,2,1,0,0,0
8.1,18153,19,50,5,1,2,3,1,1,1
7.2,4242,96,90,5,5,3,0,3,0,0
9.7,8401,83,81,9,0,1,0,0,2,1
1.8,2746,83,11,3,3,3,0,2,1,0
4.0,7386,74,87,8,1,1,2,3,2,1
4.6,7074,96,36,5,5,3,1,2,2,0
3.2,5653,59,69,8,4,1,3,3,0,0
6.2,1241,69,65,0,2,1,1,1,2,1
6.3,5294,40,79,0,0,3,2,0,2,1
10.0,510,35,78,8,4,1,2,2,0,0
7.8,3699,19,45,2,4,1,0,3,0,0
5.0,4453,78,70,0,0,0,3,1,0,1
7.0,10185,11,52,5,5,0,2,3,0,0
2.3,6425,99,85,6,3,1,0,2,2,0
6.3,15569,73,84,0,3,1,0,3,0,1
6.2,16004,77,48,9,0,1,2,1,0,1
4.2,2807,55,9,3,0,1,1,2,0,0
5.6,4707,44,74,9,1,0,2,1,1,1
4.6,9199,106,92,3,5,0,2,3,1,0
4.1,2213,28,29,0,0,0,0,1,2,0
7.3,1126,90,15,3,5,0,2,1,2,0
8.1,6043,46,54,1,1,0,1,2,1,1
7.0,19066,72,18,9,2,0,0,3,2,0
5.1,2691,82,30,7,4,0,3,3,2,0
4.7,13883,20,14,0,0,0,3,1,2,0
5.2,11829,98,32,9,0,0,1,1,0,1
5.6,2646,13,39,5,4,0,3,0,1,0
4.3,11055,69,0,3,3,1,1,3,1,0
8.1,5288,106,46,4,2,2,0,3,2,1
5.6,5974,57,52,1,2,0,0,0,0,1
7.5,6675,119,46,4,5,1,1,2,2,0
3.2,7083,99,84,8,3,3,3,3,2,0
4.6,7514,17,94,4,4,0,3,3,1,0
7.7,10432,97,73,5,3,2,2,3,1,2
7.7,13132,45,60,3,4,2,0,2,1,0
3.6,14986,27,2,2,5,1,3,1,1,0
6.6,8245,59,97,2,0,3,2,0,2,1
6.7,9087,43,75,7,2,2,3,0,1,1
4.6,4203,81,81,1,0,1,1,0,1,1
6.7,12641,92,41,4,5,3,3,3,0,0
2.8,5438,82,17,5,1,2,1,0,0,0
4.1,16151,102,22,8,0,3,0,0,1,0
7.2,3239,10,54,3,1,2,2,2,2,1
6.1,5641,80,42,8,2,0,3,2,2,1
6.2,15394,50,50,2,5,0,2,1,2,0
5.6,7345,28,46,8,4,1,1,0,2,0
7.1,17064,116,80,4,5,3,2,3,1,0
7.2,13228,119,45,0,2,0,1,0,2,2
7.6,10793,11,43,9,1,1,2,0,0,1
6.3,9485,91,65,2,3,0,3,2,0,1
5.2,15587,12,12,9,2,0,2,3,1,0
4.9,8062,13,47,4,5,3,2,1,0,0
3.9,7925,72,98,9,1,1,2,3,2,0
5.2,2583,100,43,8,2,2,2,2,2,1
4.8,5992,86,17,6,2,3,0,0,0,0
9.2,9958,71,79,3,4,3,1,3,1,0
3.9,10871,10,61,5,2,3,1,2,0,0
8.1,11528,40,29,2,3,2,0,2,2,0
5.5,15276,28,99,8,0,1,1,0,1,1
5.6,14022,19,8,1,4,0,2,0,2,0
6.8,5439,101,42,6,2,3,0,0,2,1
3.2,16042,26,47,7,3,3,2,2,1,0
4.4,19046,73,81,1,5,3,2,3,2,0
3.5,4072,60,98,6,1,1,3,2,2,0
5.2,2978,16,38,5,4,3,1,1,1,0
4.2,10956,40,34,5,3,3,3,1,1,1
8.6,18351,21,69,3,5,0,2,1,1,0
4.8,7862,72,53,7,4,0,3,0,1,0
1.2,11140,93,5,5,1,3,1,3,1,0
5.3,7665,77,87,8,0,3,2,0,2,1
7.6,2896,16,41,1,3,2,0,2,1,1
9.3,11647,19,12,9,0,2,1,0,0,0
5.5,17406,101,30,0,5,3,1,0,0,0
