current_time,fridge_item_count,last_meal_hour,stress_level,snack_type_preference,screen_time_today,snack_choice
2.03,2,1.6,2,0,1.4,1
0.91,12,1.2,2,0,12.2,1
23.36,12,3.3,3,3,6.5,2
3.28,16,1.3,0,2,11,2
1.19,15,3.4,2,3,10.7,1
1.56,18,3.6,0,1,14.4,1
3.93,8,2.8,0,3,2.5,2
3.9,16,6.3,0,0,5.6,1
1.51,17,4,0,1,5.3,1
22.2,7,1.6,3,0,2.6,1
0.37,1,4,2,0,1.8,1
3.61,15,1.4,2,1,8.6,1
23.73,5,4.1,0,3,4.2,1
3.99,8,6.3,2,0,13.9,1
22.51,17,6.6,2,0,11.4,2
1.4,8,4.1,2,3,4.6,1
1.09,19,7.3,1,0,14.1,1
23.53,2,1.5,1,2,11.8,1
3.68,3,7.5,1,0,4.6,1
1.71,7,7.4,1,3,14.1,2
23.38,6,7.5,2,0,6.3,1
0.3,16,4.3,1,2,4.6,1
2.32,17,1.6,0,1,6,2
23.78,14,4.8,2,1,3.5,1
3.27,17,4.5,1,3,10.3,1
22.99,14,2.6,3,3,14.4,1
23.58,7,6.4,1,0,10.5,1
22.87,4,1.2,1,0,12.8,2
22.62,18,7,1,2,7.4,1
23.8,17,5.4,2,3,13.7,2
3.99,11,7.2,3,2,2.1,2
22.57,18,3.6,1,2,5.6,1
23.28,4,2.2,0,3,14.2,1
23.63,9,3.2,3,1,6.4,1
1.71,15,7.6,3,1,1.7,2
2.46,2,3.4,2,0,14.8,1
2.5,4,1.1,2,3,13,1
22.05,19,5.9,1,0,2.8,1
1.9,11,6.5,0,0,4.1,2
1.78,0,5.3,2,1,13.3,1
1.1,2,6.3,3,3,7.1,1
0.27,8,4.9,2,0,7.2,1
2.78,13,3.4,0,0,12.3,2
0.06,16,5.2,2,2,2.2,2
23.38,15,6,0,3,10.1,2
23.86,17,5.9,0,2,5.2,1
0.63,9,6.4,1,0,11.1,2
23.28,11,7.1,1,0,2.7,2
1.64,4,1.2,1,0,1.4,1
3.3,18,6.2,1,1,3.6,2
1.57,17,5.7,1,3,13.1,1
0.68,10,7.8,3,2,13,1
2.77,7,2,3,3,8.9,2
2.48,0,4.9,2,2,2.3,2
0.2,5,3.7,1,1,8.3,1
1.62,12,3.1,0,0,1.2,2
2.37,14,5.1,0,3,11.8,1
23.47,2,5.3,3,2,3.8,1
0.19,12,6,1,0,13.5,1
22.63,16,7.6,1,0,2.1,2
3.92,16,4.5,1,3,7.3,1
22.51,10,6.8,2,3,14.3,1
23.01,11,6.9,3,0,5.2,1
0.87,2,1.9,2,0,6.7,1
3.18,5,4.5,0,0,11.4,1
0.13,6,5.2,1,1,8.2,1
2.6,19,2.2,1,1,5.1,1
2.05,18,5.4,0,0,9.3,1
1.83,2,5.5,1,1,1.5,2
3.06,19,2.2,0,2,13.2,1
22.08,18,7.5,2,1,10.3,2
3.57,12,7.3,2,1,6.6,1
2.97,3,2.8,1,3,2.6,1
3.62,5,6.1,2,3,10.2,2
2.75,14,5.4,0,3,14,1
3.26,11,5.7,1,2,11.2,1
23.22,10,5.2,0,3,13.9,2
23.91,9,3.6,3,2,7,1
23.89,9,1.2,0,1,11.9,1
22.65,6,4,1,2,11.7,2
2.37,4,7.1,3,1,7.3,1
22.82,11,1.2,3,2,2.4,2
22.31,2,5.8,1,2,3.8,2
2.64,9,1.7,3,0,5.9,1
3.42,9,5.3,3,0,14,2
2.58,5,4.3,0,3,1.3,2
2.94,14,5.1,0,0,9,1
1.57,11,4.4,2,1,5.2,1
3.32,5,2.2,1,2,4.8,1
0.98,19,7.9,2,1,7.9,1
3.92,16,7.8,3,0,6.8,2
22.62,12,2.5,2,2,7.2,1
2.85,6,6.7,1,3,4.1,1
1.84,7,6.7,1,3,12.1,1
1.48,19,4.4,1,2,10.4,1
2.35,7,7.3,0,0,1,1
3.03,11,6.6,0,0,3,1
3.17,9,5.7,2,2,5.4,1
23.05,12,4.9,3,0,1.2,1
23.18,17,5.4,3,0,4,1
22.1,10,2.9,1,1,6.5,2
22.79,3,7.5,1,0,14.3,1
23.58,11,6.8,3,2,13.7,2
2.32,13,5.7,0,2,7.3,1
0.85,8,5.4,0,1,10.5,2
2.54,2,2,1,1,2.2,2
0.91,18,6.1,3,0,13.8,1
1.33,6,8,0,2,12.8,2
22.67,5,4.1,2,0,10.8,1
2.65,5,5.9,1,1,3.1,2
2.54,10,2.3,3,0,8.6,1
23.84,9,2.4,0,1,7.8,1
23.97,11,6.4,0,1,13.1,1
23.32,9,2.1,1,0,14.8,2
2.87,17,2.4,0,3,13.4,1
2.47,4,4.6,3,2,11.7,2
1.65,11,1.7,2,3,14.9,2
23.43,17,1.8,0,1,7.8,1
23.03,14,1,2,1,9.2,1
22.3,18,7.2,3,3,1.1,2
22.27,6,2.4,2,0,14.2,1
23.12,0,1.2,2,0,14.3,1
22.6,3,7.5,3,0,14.9,1
1.33,4,1.8,1,1,4.6,1
0.14,11,6.7,3,2,5.8,2
0.67,15,5,2,0,8.4,1
1.56,4,3.9,0,0,11,1
1.95,15,4.1,0,3,8.6,2
1.88,2,3,2,1,11,1
23.56,7,5.7,2,0,11.4,2
2.85,18,4.1,1,3,5.1,2
3.5,16,5.7,2,3,3.7,1
23.89,10,3.3,2,0,9.1,1
22.1,13,3.2,2,3,13.7,1
3.39,2,4.5,0,0,7.7,1
3.53,16,3,3,3,1.2,1
22.31,3,7.6,0,1,6.3,2
22.03,18,3.5,1,3,10.8,2
2.89,11,2.6,3,2,6.9,1
23.81,8,3,1,3,7.5,1
3.48,1,7.3,1,1,13.7,1
23.3,4,1.4,0,3,12.5,1
3.16,9,7.3,2,1,9.6,2
22.41,2,5.3,3,2,2.2,1
23.56,18,5.2,0,3,10.6,1
3.83,17,1.6,2,3,12.8,1
23.38,4,3.7,2,1,13.9,1
22.8,2,7.5,3,2,13.5,2
3.13,17,1,2,3,11,2
22.71,13,3.7,2,3,12.1,1
22.58,2,4.8,1,3,7.4,2
23.94,7,4.1,1,3,2.8,1
1.81,17,6.7,2,1,14.3,1
2.26,7,4.7,0,3,12.6,1
3.28,6,5.6,1,0,5.6,1
1.24,17,1.8,1,2,4.9,1
0.36,9,2.7,3,1,2,2
0.15,8,7.2,2,3,10.7,1
3.07,2,5,0,0,7.6,1
2.34,8,5.7,1,2,13.9,1
3.42,15,2.9,2,2,3.5,1
3.77,18,7.2,1,2,8,2
23.8,2,2.1,0,2,7.1,2
1.17,0,6.3,1,2,10.6,1
1.78,17,2.3,0,0,5.5,1
22.98,9,6.2,1,1,11.8,2
22.32,7,7.9,3,0,4.5,2
3.2,7,5.2,2,0,7.6,2
1.21,10,6.1,1,0,9.3,1
1.42,0,5.8,1,2,13.2,2
1.32,4,3.9,2,3,8.5,1
2.52,16,2.9,0,0,5.9,2
22.87,1,5.4,2,1,10.7,2
1.68,15,7.3,2,2,7.5,2
0.81,1,7.4,2,0,4.1,2
3.37,13,3.2,1,0,5,1
1.11,11,7,1,0,8.9,2
3.65,3,2.2,0,3,14.2,1
0.12,14,5.4,0,0,15,2
3.79,2,4.5,3,3,14.9,1
3.24,8,3.2,0,1,2.4,1
1.5,9,6.4,0,0,2.8,2
0.12,4,6,1,1,2.3,1
0.25,1,6.9,2,0,4.3,1
2.63,5,5.4,1,2,1.7,1
1.48,12,2.5,3,1,8.3,1
0.41,5,5.1,2,1,1.7,1
1.81,4,2.6,1,2,3.9,1
2.39,13,7.4,2,2,7.3,1
22.14,18,5.5,3,1,5.9,1
22.54,4,4.1,2,3,12.8,2
22.57,14,2,1,0,3.5,1
23.39,8,5.7,0,1,6,1
0.56,15,1.6,3,1,1.5,1
2.81,19,1.6,1,3,13.1,1
0.1,11,1.4,2,1,15,2
22.1,19,7.4,0,1,8.1,1
0.9,13,4.1,2,2,12.3,1
3.97,17,2.1,1,1,14.8,1
0.09,18,6.1,1,0,3.1,1
3.76,6,4.1,1,0,13.6,1
22.61,18,7.5,3,1,8.9,2
23.04,5,1.5,0,0,2.5,1
2.34,17,2.8,1,2,5.1,1
1,2,7.7,2,2,9.9,2
2.58,10,6,3,3,4.4,1
3.17,16,4.4,1,2,11.5,1
23.5,3,6.7,2,2,4.2,2
2.09,14,5.9,0,2,6.1,1
1.64,4,1.7,0,3,11.4,2
3.16,10,5.8,2,1,10.8,1
0.58,16,2.7,0,3,2.4,2
22.31,7,2,2,2,12.9,1
1.44,12,1,0,0,14.4,1
3.74,15,4.8,3,1,8,1
22.09,4,5.9,2,1,12.6,2
23.44,18,3.2,0,0,10,1
23.89,18,4.9,1,0,12.9,1
2.59,2,4.9,3,3,11,2
23.94,7,6.6,2,3,1.3,2
23.43,13,3.4,0,2,4.9,2
1.88,7,2.1,3,0,4.7,1
22.28,18,3.2,3,2,9.5,1
23.02,14,1,3,0,10.2,2
0.44,19,2.1,2,1,12.2,2
0.13,12,2.6,2,3,13.6,1
0.08,12,3.2,3,0,12.2,1
22.65,10,7.1,2,1,12.7,2
0.16,0,3.8,1,2,2.9,2
2.78,8,3.8,1,3,9.3,2
0.48,17,4.6,3,1,4.4,2
1.51,0,2.7,3,2,12.1,2
22.98,4,2.6,1,1,10.3,2
22.42,14,3.5,0,0,11,1
3.27,11,5.6,1,0,11.1,1
23.98,4,7.4,2,2,10.4,1
0.1,18,3.8,1,1,8.4,1
3.26,6,4,1,2,4.1,1
2.24,7,1.7,0,1,2.3,2
2.53,15,5.7,3,1,1.8,1
2.09,17,5.7,0,2,7.7,1
22.63,2,5.6,1,1,3.8,1
3.74,8,7.2,3,3,9.2,1
3.45,13,2.9,1,3,9.9,1
23.41,5,4.1,3,3,3.6,1
2.82,0,4.9,1,0,7.5,2
0.45,10,6,0,3,3.1,1
2.1,11,3,1,3,13.1,1
22.99,17,5.8,2,3,5.5,1
1.23,5,1,3,2,12.2,1
22.76,14,6.9,1,0,14,1
1.21,1,5.4,0,3,9,1
23.46,7,3,0,3,2.5,1
0.71,16,3.5,3,1,2.3,1
2,11,2.3,3,0,5.9,2
3.25,1,3,0,1,14.8,1
22.99,15,6.9,0,1,4.3,1
3.35,4,6.5,0,2,13.2,2
0.34,5,2.3,0,0,3.9,1
3.05,17,5.9,2,2,6.1,2
1.07,12,2.4,3,2,6.6,1
3.16,2,7,3,3,3.9,2
1.97,3,7.5,0,1,6.7,1
1.05,7,4.2,1,3,7,2
23.87,0,1.3,2,1,13.8,1
3.8,10,2.8,1,1,1.7,2
2.8,6,4.8,3,3,1.2,1
0.28,18,1.6,1,1,7.5,1
23,2,7.7,3,2,15,1
2.67,9,3,0,3,13.6,1
3.93,3,5.8,1,1,7,1
23.67,0,7.4,0,3,9.4,1
3.49,6,1.8,3,1,10.7,2
22.75,9,3,0,3,13.3,1
3.7,2,7.1,1,3,3.2,2
2.46,10,1.2,1,0,14.3,2
0.08,13,3,0,3,10.4,2
23.82,6,5.5,2,3,10.8,1
1.85,13,1.4,0,1,7,1
1.56,5,1.8,1,2,12.2,1
3.5,3,4,0,3,8.2,1
2.59,0,2.1,2,2,7.1,2
1.24,6,3.2,3,0,7.9,1
3.56,17,4.1,2,2,13.3,1
1.55,0,2.4,0,1,10.9,2
3.09,8,4.7,3,2,7.6,1
3.04,3,3.6,3,1,4.9,2
3.51,2,2,1,2,9.2,1
22.4,17,4.7,1,3,11.2,2
1.5,14,1.3,2,2,5.6,2
0.81,2,7.6,2,3,4.4,1
0.94,19,6.3,1,0,5.1,1
0.75,19,4.2,2,2,3.8,1
3.02,9,1,2,1,12.5,2
23.91,5,1.3,0,3,3.1,1
0.77,9,6.7,1,1,9.1,1
23.2,5,3,1,3,8.6,1
23.51,6,2.3,0,3,3.3,2
1.96,11,3.9,2,1,6.1,2
22.7,19,4.6,3,2,5.6,1
23.13,10,2,0,0,4.1,1
1.16,5,5.3,3,1,10.4,1
22.26,19,7.1,2,1,14.9,1
22.76,17,4.2,3,1,3.8,1
3.17,15,6.7,1,3,3.5,1
3.07,15,2.7,0,0,13.4,1
0.08,0,6.6,1,2,6.4,1
0.08,14,1.6,3,1,11.1,1
3.61,2,4.6,2,2,4,1
22.15,7,4.9,1,1,3.7,1
1.48,0,2.7,3,2,9.8,1
1.58,19,2.1,3,3,12,2
2.72,3,3.3,3,0,11.3,1
3.7,16,4.1,0,1,11.7,2
0.13,14,4.3,3,2,12.1,2
0.62,14,4.1,3,3,6.4,1
2.02,8,3.8,1,1,4.9,1
3.79,0,4.8,1,0,2.6,1
3.34,10,7.3,0,1,7.5,2
2,18,4.6,3,1,9.4,2
3.13,9,7.9,1,1,8.3,2
22.51,1,3.3,1,2,7.1,1
0.26,10,2.9,3,1,7.1,2
22.08,18,5.4,3,0,13.5,1
23.06,17,3.1,2,1,10.4,1
1.78,3,4.5,0,3,4.1,1
3.3,7,2.1,3,2,6.3,1
1.79,14,3.1,1,3,9.3,1
1.98,8,5.6,0,3,5.9,2
22.62,7,7.9,2,1,10,1
1.98,9,3.3,2,3,4.8,2
0.72,9,3.7,1,0,13.5,1
1.9,0,4.1,0,3,8.7,1
23.95,4,1.7,1,2,4,1
1.48,15,3.5,3,3,5.9,2
0.54,13,6.9,0,0,14.5,1
1.35,1,7.1,0,0,8.4,1
22.88,8,7.9,1,2,4.4,1
0.37,1,4.5,2,1,12.2,1
0.24,15,7.5,0,3,2.4,1
2.41,16,7.7,0,1,13.5,1
2.23,2,4.3,2,3,5.9,2
3.44,5,1.6,1,3,13.2,2
1.79,2,2,2,0,1.1,1
23.88,5,5.5,0,1,13.8,1
2.69,18,6.5,3,0,11.3,1
0.98,14,6.7,0,3,12.7,2
23.16,17,3.3,3,2,3.3,1
2.48,1,7.6,2,2,11.4,1
22.79,19,1.5,0,3,14.5,1
23.07,18,6.3,2,3,9.6,1
2.54,16,7.2,1,3,10.1,2
2.61,5,7.7,0,3,6.3,2
2.74,5,1.3,0,1,2.9,2
23.76,4,3.3,0,1,12.3,1
3.19,11,3.7,2,3,9.6,1
2.33,13,1.4,1,1,11.1,1
3,9,4.2,3,2,9.8,2
2.24,10,6.6,1,1,3.1,2
1.47,11,6.7,1,0,2.1,2
22.66,7,6,1,0,7.9,2
2.26,0,6.1,0,2,7.9,2
2.14,19,5.2,0,0,13.9,1
23.87,9,7.1,0,1,6.2,1
2.41,1,5.8,1,2,1.8,1
1.3,9,3.7,3,0,11.5,1
1.35,15,6.4,0,2,13,1
0.2,17,6.9,2,0,9.7,1
22.7,4,1.8,3,1,3.7,1
23.3,11,7.3,2,0,11.9,2
2.61,1,3,3,0,7.3,1
23.63,0,5.7,1,3,13.8,1
22.01,1,2.9,1,1,10,1
3.97,11,4,1,3,11.8,1
23.26,10,2.5,0,3,9.9,2
1.93,0,2.6,3,3,13.2,1
3.55,10,4.4,2,0,9.9,1
1.59,6,2.4,1,0,13.9,1
2.79,7,4,3,1,10.6,1
3.85,14,5.6,1,2,12,1
3.15,2,3.4,0,0,12.6,1
1.34,18,6.9,1,2,14.9,1
0.18,5,3.6,3,1,2.9,1
0.89,2,7.5,3,2,3.5,2
3.04,12,6,2,2,7.2,1
3.11,16,2.7,0,3,8.7,1
3.07,0,4,1,1,13.8,2
1.58,14,1.1,3,2,7.4,1
0.86,4,2.1,3,0,1.8,1
23.86,19,5.1,1,3,6.7,2
22.02,10,6,2,3,7.4,2
2.58,1,1.9,0,0,14.5,2
23.66,2,3.3,3,2,6.1,1
23.97,15,4.2,1,2,11.7,1
3.05,0,3.4,3,2,10.6,2
22.31,9,5.7,0,2,6.2,1
3.56,5,6.6,0,3,9.8,1
22.01,10,2.4,3,2,6.5,1
3.63,1,4.1,3,2,11.4,1
0.72,10,4.9,1,1,12.1,1
22.61,13,7.8,3,0,9.8,1
2.04,7,4.8,1,0,13.6,2
3.37,14,1.1,1,3,4.9,1
0.62,13,6.1,3,2,6.2,1
2.14,5,1.2,3,1,12.6,1
3.87,13,2.3,0,3,1.8,2
23.44,17,2.7,1,3,7.6,1
2.91,16,5.6,0,2,7.3,2
23.77,8,6.7,3,2,9.1,1
0.55,19,3.8,1,1,6.9,1
23.69,12,4.3,1,0,5.6,1
0.67,9,6.1,2,2,11.6,2
22.03,14,7.1,0,0,5.2,2
23.82,10,7.5,3,3,6.8,1
0.67,1,1.2,0,1,5,1
1.79,10,7.3,3,2,9.1,1
1.82,1,5.8,1,1,8.9,2
1.5,8,2.4,3,3,7.4,1
23.76,7,7.6,3,3,11.1,1
3.67,1,2.1,2,0,3.9,2
0.35,5,3.6,0,3,4.5,1
23.3,1,4.2,3,2,11.9,1
1.32,7,4.2,3,2,15,2
2.49,0,6.8,1,1,6.5,1
22.07,5,6.9,2,2,15,2
23.66,0,1.2,0,3,12.2,2
2.94,13,7.2,3,3,6.4,2
1.04,3,5,2,2,5.8,1
0.45,19,6.6,2,3,3.4,1
3.58,15,5.3,1,0,11.4,1
22.54,2,2.1,0,0,6.8,1
1.69,4,6.9,3,0,5,2
0.05,13,7.3,1,2,14,2
22.42,11,4.3,1,1,1.4,2
23.28,5,7.4,0,1,10.4,1
1.76,13,6.5,1,3,2,1
22.17,18,5.7,0,1,4.6,1
1.55,0,4.7,2,3,10,1
3.73,7,6.3,1,2,3.2,1
2.76,6,5.6,3,0,11.3,1
0.07,19,3,0,2,12.5,2
22.83,11,6.8,2,0,11.5,2
0.79,9,4.7,0,0,14.8,2
0.35,5,3.9,0,2,4.6,1
3.82,5,7.8,2,3,5.9,1
3.93,12,6.3,3,3,12.8,2
0.46,12,7.4,3,2,10.8,1
22.89,7,5.9,0,1,9.1,1
3.45,16,1.4,3,2,9.9,1
2.75,15,3,2,2,6,1
1.06,17,4.3,3,2,7,1
0.19,4,3.5,1,3,8.1,1
0.68,8,1.5,1,0,1.5,1
3.4,16,3.7,1,3,9.4,1
23.11,5,7.6,0,0,1.1,2
2.83,4,3.3,0,0,6.9,1
22.11,10,4.7,2,1,2.4,1
3.51,13,7.8,0,2,13.5,2
1,2,3.4,2,3,3.5,1
23.36,17,3,1,2,9,1
22.02,14,4.2,1,2,13.8,1
1.35,18,7.4,1,2,5.9,1
23.46,13,5.3,0,0,9.7,1
1.78,18,3.2,1,0,13.7,2
23.68,17,6.5,1,0,13.3,2
22.53,3,4.9,3,0,6,1
1.03,7,4.5,2,0,4.4,1
1.38,19,4.9,1,2,14.8,2
0.71,3,8,2,1,8.7,1
0.74,11,5.1,1,2,5.9,2
1.53,5,6.7,1,0,1.5,1
1.15,8,3.4,1,2,10.2,1
22.79,2,1.6,0,0,11.8,1
23.18,6,6.2,2,0,1.3,2
22.85,13,2.8,0,1,4,1
2.15,19,7,3,3,3.2,2
1.17,14,7,0,1,14.8,2
0.57,11,5.8,2,1,12.4,1
2.78,3,2.5,0,2,6.6,1
23.95,5,3.7,2,0,3.7,1
1.4,2,2.4,3,0,14.1,1
22.45,3,2.8,0,0,11.1,1
2.46,4,2.3,3,0,11.6,1
2.16,6,3.9,0,1,7.1,2
2.81,13,6.1,3,0,2.5,2
3.3,16,4.7,1,3,2.3,1
2.54,7,1.5,1,1,10.2,1
3.06,5,2.2,0,2,14.4,1
0.07,12,7.9,1,1,8.7,2
0.06,7,5.5,2,2,11.9,2
3.66,8,4.1,3,1,4.5,2
3.48,19,7.7,1,1,7.8,2
1.29,18,4.6,3,1,1.7,1
0.2,12,6.7,1,1,10.7,1
3.19,16,4.1,2,2,8.6,1
23.94,10,7.2,0,3,14.6,1
22.92,15,5.1,3,0,1.4,2
1.83,1,6.3,1,2,14.7,1
22.26,12,6.4,2,2,9.1,1
0.27,9,5.1,2,2,7.9,1
2.84,11,1.9,1,0,4.5,1
23.77,7,3.3,3,1,13.9,1
3.58,8,1.1,2,2,1.2,1
3.73,1,1.2,0,1,1.3,1
2.89,6,5.6,3,3,10.1,1
3.92,18,7.7,3,2,1.5,1
1.18,11,2.6,3,1,8.2,1
1.41,15,6.1,3,0,11.7,1
3.01,19,4.9,3,3,14,1
0.95,14,4.9,2,3,9.5,1
0.44,13,6.8,2,3,8.2,1
1.68,8,5,0,2,11,1
1.94,16,7.6,0,0,10.1,1
2.5,18,7.8,3,1,13.7,1
2,11,6.2,0,1,8.2,1
2.47,13,1.6,1,2,9.2,2
2.04,1,5.8,0,0,3.9,2
0.88,10,7.7,3,1,8.9,2
22.81,18,7.4,0,0,12.4,2
2.7,3,2.4,1,3,2.8,1
22.18,0,7.3,0,1,9.8,2
3.95,14,2.1,0,1,13.3,1
2.96,13,1.5,2,1,11.9,1
2.02,8,1.3,0,2,6.4,1
3.79,18,7.7,0,1,8.9,1
1.67,10,2.6,2,0,4.7,1
22.34,1,2.1,0,1,11.1,1
1.35,4,2.7,1,2,3.4,1
23.66,17,5.6,1,2,13.1,1
0.21,15,2.1,0,1,13.8,2
0.75,11,5.4,0,3,5.8,1
2.64,5,1.1,2,2,10.7,1
1.01,10,3.8,2,0,5.2,1
0.84,4,6.3,0,3,13.5,2
23.81,4,2.9,0,1,13.7,1
1.23,16,3.4,3,0,9.1,2
23.49,17,1.7,3,3,13.1,1
23.56,8,5.8,0,0,8.6,2
2.54,10,3.5,0,2,10,2
0.05,7,2.2,1,2,14.8,1
22.31,11,1.1,0,3,8.9,1
0.06,19,5.3,0,0,10.4,2
1.83,0,4.4,3,1,12.4,1
2.88,15,6,1,2,7.5,1
3.76,7,4.6,0,3,3.5,2
2.47,16,3.8,2,3,7.5,1
0.57,8,7.2,0,2,3.4,2
23.79,9,4.9,2,1,11.6,2
22.78,8,6.6,3,1,4.2,2
1.76,2,7.1,2,3,1.9,1
1.05,0,4.6,0,2,14.9,1
2.06,17,3.3,0,0,11.5,2
23.42,17,2.1,2,2,1.9,2
23.94,5,2.7,0,3,2.6,1
23.75,11,1.8,3,0,14.5,2
2.78,18,6.3,0,2,3.8,1
23.03,12,3.2,3,2,7.2,2
1.64,9,7.2,1,0,10.9,1
22.31,0,6,1,2,11.3,1
1.29,18,5.7,0,0,6.6,2
22.38,15,2.8,3,0,6.4,1
23.05,3,1.3,3,1,12.6,1
22.68,2,5.4,2,1,1.1,1
0.08,3,1.1,3,0,6.9,1
0.06,10,3.3,0,3,3.9,1
2.95,4,7.7,0,1,12.8,1
23.35,14,4.8,3,3,13.3,1
22.52,3,5.4,3,1,6.3,2
1.62,18,2,0,3,10.6,1
2.12,1,1.4,2,0,5.7,1
23.77,9,4.3,2,2,2.6,2
1.61,10,5.9,1,0,7.7,1
2.65,14,5.9,1,3,14.5,1
0.08,8,7.1,2,0,8.1,1
1.15,16,5.7,1,0,5.4,1
22.88,5,1,2,0,10.4,1
22.14,3,6.2,2,2,4.8,2
3.88,12,7.8,1,3,12.7,1
23.8,8,1.2,0,0,9.3,1
23.67,4,1.9,3,3,12.5,2
3.83,18,3.1,0,1,4.5,1
2.36,18,6.4,2,2,6.3,1
1.51,16,4.6,1,0,9.7,2
2.19,6,6,3,2,3.4,2
2.25,11,1.3,0,0,5.4,1
2.57,15,3.3,0,0,6.2,1
22.4,12,2.4,1,1,6.7,1
0.47,7,6.7,2,3,1.4,2
23.77,11,2.1,1,2,9.3,1
22.42,16,4.1,2,0,15,1
0.47,15,1.2,1,1,11.6,1
1.69,15,5.1,2,2,12.9,1
23.07,9,1.2,0,3,12.7,1
23.83,0,7.2,0,0,8.7,1
1.83,16,2,2,2,5.9,1
1.47,4,1.9,2,1,14.8,2
3.2,3,1,0,3,5.6,2
2.74,2,1.2,2,2,7.7,1
3.78,0,2,3,3,6.3,1
1.58,7,2.9,2,1,2.4,1
2.18,18,5.4,1,1,7.8,1
3.15,3,7.7,3,2,13.2,1
3.03,13,6.1,1,3,9.6,1
2.31,19,5.9,1,2,11.7,1
1,0,4.3,0,0,8.1,1
23.64,16,6.8,1,3,14.2,1
3.25,3,1.1,1,1,6.7,1
2.65,5,3.2,0,0,3.6,1
3.02,13,6.2,2,0,9.9,1
22.84,12,6,3,2,13.7,1
23.89,3,6.3,2,0,10.7,1
0.55,10,6.1,0,2,12.1,2
3.02,17,3.2,1,0,5.7,2
3.35,15,7.3,1,2,10.6,1
23.71,3,6.9,0,1,2.1,2
2.11,19,3,1,2,3.1,2
22.47,9,7.3,0,0,2.9,2
0.45,14,2,3,1,4.9,1
0.92,13,3.9,1,3,12.9,2
2.59,13,6.7,3,2,2.4,2
3.34,14,6.1,0,2,12.8,1
0.02,16,3.3,2,2,7.5,1
1.16,18,6.8,2,1,1.9,2
1.88,2,1.6,0,2,10,1
23.97,19,6.5,3,2,7.4,2
3.9,2,5.8,2,2,11.4,2
3.25,1,2.8,3,2,2.9,1
23.78,4,8,3,2,3.1,1
1.04,5,6.1,3,0,6.9,1
23.38,8,7.1,3,0,3.6,1
1.08,9,2.8,2,1,6.4,2
2.09,0,6.2,1,0,2.2,1
22.51,2,1.3,0,3,7.9,1
3.21,4,8,1,2,4.1,2
1.56,8,1.2,1,2,14.3,1
3.93,0,2.6,2,3,11.5,2
22.15,16,4.6,3,1,8,1
2.98,7,3.1,2,2,13.5,1
2.74,13,7.6,0,2,3.7,2
22.8,15,5.1,0,3,12.6,1
0.01,8,3.6,3,0,5.1,2
3.3,15,4.6,1,0,9.5,2
1.11,15,2.8,2,0,4,1
0.4,15,5.9,2,3,4.3,1
3.42,5,7.4,3,2,2.2,1
22.56,6,6.6,0,3,10.7,1
0.83,4,1.8,1,0,6.3,1
1.91,3,5.8,2,2,3.2,2
1.65,13,3,1,2,2.7,1
23.58,18,1.3,3,1,6.1,1
1.37,10,3.7,3,0,10.3,1
2.24,6,4.2,1,1,14.3,2
1.5,5,1.1,1,1,5,1
2.1,9,6.9,0,2,5.7,2
23.53,17,7.6,1,0,13.9,1
2.99,4,4.3,1,3,2.3,1
0.69,3,1.5,2,3,13.8,1
3.91,2,5.6,3,2,14.2,1
22.14,4,1.6,2,0,11.1,1
0.28,2,7,1,3,8.4,1
23.08,13,7.3,0,2,14.1,1
1.33,12,7.8,1,2,13.6,2
23.46,5,1.4,3,3,1.8,1
2.42,12,2.2,1,1,5.1,2
3.28,3,5.2,3,0,5.6,1
23.26,0,2.7,0,1,1.9,1
22.96,18,3.8,2,3,10.8,1
3.24,4,4,2,1,4,2
0.16,12,4.6,3,1,5.1,1
0.6,1,6.2,1,2,11,2
23.32,8,2.9,3,1,5.4,1
0.55,9,6,3,0,10.8,1
23.39,14,6.2,1,2,10.5,2
1.99,16,3.7,2,3,10.5,1
0.99,19,5,2,1,9.7,2
2.72,19,4.4,2,3,13.1,2
23.87,17,7.6,3,2,5.3,1
1.03,14,5,0,1,4.3,1
23.55,16,1.6,0,2,14.5,1
3.6,0,5.1,1,2,12.6,1
1.13,9,2.8,2,3,10.7,2
23.04,9,3.2,1,1,1.1,1
23.63,4,4,1,0,10.6,1
22.5,9,1.7,1,0,5,2
22.17,16,1.2,3,3,5.4,1
1.15,12,2.2,0,0,14,1
0.02,13,3.5,1,0,1.5,1
3.77,3,5.3,2,1,9.7,2
23.03,19,2.8,0,0,5.1,1
2.76,19,6.9,2,3,5.3,2
23.89,4,5,1,1,5,1
23.34,14,6.4,2,2,6.4,1
3.81,17,5,1,2,2.2,2
2.81,2,3.1,1,2,2.6,1
1.78,14,3.2,3,0,1.8,2
2.18,14,1.4,1,1,12.2,2
3.94,9,4.4,1,2,13.1,2
1.55,11,6,2,0,1.3,1
22.61,11,7.2,0,0,6.7,1
22.39,4,7.9,1,1,3.9,1
1.99,4,1.4,0,3,4.2,1
1.94,7,6.2,1,2,5.7,1
2.48,12,5,1,3,4.9,2
22.65,7,3.1,3,3,8.8,1
3.66,3,5.3,2,2,9.9,2
1.3,12,1.3,0,1,10.7,2
1.89,18,7.5,1,3,6.7,1
22.21,9,3.7,2,0,6.7,1
3.76,3,4.4,2,0,3,1
1.37,18,2.4,3,1,6.1,2
1.37,18,5.8,3,0,13.6,2
3.65,18,7.1,3,1,7.5,1
